id,amount,created_at,notes,payment_method,payment_type,period_label,period_number,screenshot_path,status,transaction_amount,transaction_last_six_digits,updated_at,verified_by,application_id,customer_id
300011,51492.04,2022-08-28 19:14:34,Synthetic payment record,BANK_TRANSFER,RENEWAL,2022-08,12,,VERIFIED,51492.04,000011,2022-08-28 19:14:34,synthetic-generator,200011,101512
300012,7450.40,2022-09-24 23:43:13,Synthetic payment record,KBZ_PAY,RENEWAL,2022-09,1,,VERIFIED,7450.40,000012,2022-09-27 23:43:13,synthetic-generator,200012,101513
300013,11821.14,2022-10-03 16:53:04,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,PENDING,11821.14,000013,2022-10-06 16:53:04,,200013,101514
300014,34334.76,2022-11-27 18:22:53,Synthetic payment record,AYA_PAY,PREMIUM,2022-11,3,,VERIFIED,34334.76,000014,2022-11-27 18:22:53,synthetic-generator,200014,101515
300015,10878.19,2022-12-20 01:29:17,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-12,4,,VERIFIED,10878.19,000015,2022-12-21 01:29:17,synthetic-generator,200015,101516
300016,18302.26,2023-01-22 18:05:55,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,VERIFIED,18302.26,000016,2023-01-25 18:05:55,synthetic-generator,200016,101517
300017,34544.82,2023-02-04 22:12:06,Synthetic payment record,WAVE_PAY,PREMIUM,2023-02,6,,VERIFIED,34544.82,000017,2023-02-07 22:12:06,synthetic-generator,200017,101518
300018,11291.24,2023-03-23 13:14:20,Synthetic payment record,AYA_PAY,PREMIUM,2023-03,7,,VERIFIED,11291.24,000018,2023-03-25 13:14:20,synthetic-generator,200018,101519
300019,22970.89,2023-04-09 17:10:31,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,VERIFIED,22970.89,000019,2023-04-09 17:10:31,synthetic-generator,200019,101520
300020,16352.71,2023-05-05 08:06:40,Synthetic payment record,KBZ_PAY,RENEWAL,2023-05,9,,VERIFIED,16352.71,000020,2023-05-08 08:06:40,synthetic-generator,200020,101521
300021,19020.85,2023-06-08 15:50:41,Synthetic payment record,WAVE_PAY,RENEWAL,2023-06,10,,VERIFIED,19020.85,000021,2023-06-10 15:50:41,synthetic-generator,200021,101522
300022,52311.36,2023-07-24 21:31:13,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,VERIFIED,52311.36,000022,2023-07-24 21:31:13,synthetic-generator,200022,101523
300023,62327.99,2023-08-06 13:20:24,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-08,12,,VERIFIED,62327.99,000023,2023-08-08 13:20:24,synthetic-generator,200023,101524
300024,8215.49,2023-09-23 00:39:23,Synthetic payment record,KBZ_PAY,RENEWAL,2023-09,1,,PENDING,8215.49,000024,2023-09-24 00:39:23,,200024,101525
300025,11466.27,2023-10-03 23:10:16,Synthetic payment record,WAVE_PAY,PREMIUM,2023-10,2,,VERIFIED,11466.27,000025,2023-10-06 23:10:16,synthetic-generator,200025,101526
300026,28692.10,2023-11-30 17:29:20,Synthetic payment record,AYA_PAY,RENEWAL,2023-11,3,,VERIFIED,28692.10,000026,2023-12-03 17:29:20,synthetic-generator,200026,101527
300027,60542.08,2023-12-16 04:27:51,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-12,4,,VERIFIED,60542.08,000027,2023-12-17 04:27:51,synthetic-generator,200027,101528
300028,28453.42,2024-01-15 07:38:51,Synthetic payment record,KBZ_PAY,PREMIUM,2024-01,5,,VERIFIED,28453.42,000028,2024-01-18 07:38:51,synthetic-generator,200028,101529
300029,9166.96,2024-02-01 21:09:46,Synthetic payment record,WAVE_PAY,PREMIUM,2024-02,6,,VERIFIED,9166.96,000029,2024-02-04 21:09:46,synthetic-generator,200029,101530
300030,23722.23,2024-03-31 03:28:54,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,23722.23,000030,2024-04-01 03:28:54,synthetic-generator,200030,101531
300031,6188.34,2024-04-10 14:37:46,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-04,8,,VERIFIED,6188.34,000031,2024-04-12 14:37:46,synthetic-generator,200031,101532
300032,6141.64,2024-05-10 14:16:06,Synthetic payment record,KBZ_PAY,PREMIUM,2024-05,9,,VERIFIED,6141.64,000032,2024-05-12 14:16:06,synthetic-generator,200032,101533
300033,12148.98,2024-06-16 11:11:00,Synthetic payment record,WAVE_PAY,CLAIM_PAYOUT,2024-06,10,,VERIFIED,12148.98,000033,2024-06-17 11:11:00,synthetic-generator,200033,101534
300034,27753.01,2024-07-25 09:28:33,Synthetic payment record,AYA_PAY,PREMIUM,2024-07,11,,REJECTED,27753.01,000034,2024-07-28 09:28:33,,200034,101535
300035,6588.81,2024-08-12 01:41:34,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,PENDING,6588.81,000035,2024-08-14 01:41:34,,200035,101536
300036,10514.37,2024-09-24 10:53:54,Synthetic payment record,KBZ_PAY,PREMIUM,2024-09,1,,VERIFIED,10514.37,000036,2024-09-27 10:53:54,synthetic-generator,200036,101537
300037,11295.35,2024-10-02 05:39:22,Synthetic payment record,WAVE_PAY,PREMIUM,2024-10,2,,VERIFIED,11295.35,000037,2024-10-05 05:39:22,synthetic-generator,200037,101538
300038,14279.07,2024-11-18 14:02:04,Synthetic payment record,AYA_PAY,RENEWAL,2024-11,3,,VERIFIED,14279.07,000038,2024-11-21 14:02:04,synthetic-generator,200038,101539
300039,19779.41,2024-12-18 07:01:45,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,19779.41,000039,2024-12-18 07:01:45,synthetic-generator,200039,101540
300040,19309.62,2025-01-11 08:43:59,Synthetic payment record,KBZ_PAY,PREMIUM,2025-01,5,,VERIFIED,19309.62,000040,2025-01-12 08:43:59,synthetic-generator,200040,101541
300041,33160.92,2025-02-06 11:31:07,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,REJECTED,33160.92,000041,2025-02-09 11:31:07,,200041,101542
300042,9671.82,2025-03-01 13:32:43,Synthetic payment record,AYA_PAY,PREMIUM,2025-03,7,,VERIFIED,9671.82,000042,2025-03-03 13:32:43,synthetic-generator,200042,101543
300043,44534.30,2025-04-07 02:54:24,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,REJECTED,44534.30,000043,2025-04-09 02:54:24,,200043,101544
300044,8713.65,2025-05-04 13:02:29,Synthetic payment record,KBZ_PAY,PREMIUM,2025-05,9,,VERIFIED,8713.65,000044,2025-05-04 13:02:29,synthetic-generator,200044,101545
300045,16950.81,2025-06-16 23:35:30,Synthetic payment record,WAVE_PAY,RENEWAL,2025-06,10,,VERIFIED,16950.81,000045,2025-06-16 23:35:30,synthetic-generator,200045,101546
300046,23090.50,2025-07-02 05:57:08,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,VERIFIED,23090.50,000046,2025-07-04 05:57:08,synthetic-generator,200046,101547
300047,49714.39,2025-08-21 07:28:27,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-08,12,,VERIFIED,49714.39,000047,2025-08-21 07:28:27,synthetic-generator,200047,101548
300048,8711.39,2025-09-22 17:11:51,Synthetic payment record,KBZ_PAY,RENEWAL,2025-09,1,,VERIFIED,8711.39,000048,2025-09-25 17:11:51,synthetic-generator,200048,101549
300049,17703.64,2025-10-28 14:28:33,Synthetic payment record,WAVE_PAY,PREMIUM,2025-10,2,,VERIFIED,17703.64,000049,2025-10-29 14:28:33,synthetic-generator,200049,101550
300050,20225.03,2025-11-27 15:41:16,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,VERIFIED,20225.03,000050,2025-11-29 15:41:16,synthetic-generator,200050,101551
300051,4992.74,2025-12-17 19:09:22,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-12,4,,VERIFIED,4992.74,000051,2025-12-20 19:09:22,synthetic-generator,200051,101552
300052,31774.32,2026-01-23 02:03:21,Synthetic payment record,KBZ_PAY,PREMIUM,2026-01,5,,REJECTED,31774.32,000052,2026-01-25 02:03:21,,200052,101553
300053,9043.69,2026-02-19 02:26:55,Synthetic payment record,WAVE_PAY,PREMIUM,2026-02,6,,VERIFIED,9043.69,000053,2026-02-20 02:26:55,synthetic-generator,200053,101554
300054,21975.56,2026-03-30 02:39:16,Synthetic payment record,AYA_PAY,PREMIUM,2026-03,7,,VERIFIED,21975.56,000054,2026-03-31 02:39:16,synthetic-generator,200054,101555
300055,45220.99,2026-04-06 17:31:58,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-04,8,,VERIFIED,45220.99,000055,2026-04-07 17:31:58,synthetic-generator,200055,101556
300056,5204.83,2026-05-24 00:03:19,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,VERIFIED,5204.83,000056,2026-05-25 00:03:19,synthetic-generator,200056,101557
300057,29156.06,2026-06-02 03:02:57,Synthetic payment record,WAVE_PAY,PREMIUM,2026-06,10,,VERIFIED,29156.06,000057,2026-06-05 03:02:57,synthetic-generator,200057,101558
300058,23682.38,2026-07-04 07:39:12,Synthetic payment record,AYA_PAY,PREMIUM,2026-07,11,,VERIFIED,23682.38,000058,2026-07-04 07:39:12,synthetic-generator,200058,101559
300059,6401.27,2026-08-04 13:04:31,Synthetic payment record,BANK_TRANSFER,RENEWAL,2026-08,12,,PENDING,6401.27,000059,2026-08-05 13:04:31,,200059,101560
300060,4791.51,2021-09-13 17:20:53,Synthetic payment record,KBZ_PAY,RENEWAL,2021-09,1,,VERIFIED,4791.51,000060,2021-09-13 17:20:53,synthetic-generator,200060,101561
300061,12258.53,2021-10-21 17:57:23,Synthetic payment record,WAVE_PAY,PREMIUM,2021-10,2,,VERIFIED,12258.53,000061,2021-10-23 17:57:23,synthetic-generator,200061,101562
300062,12907.05,2021-11-03 16:08:56,Synthetic payment record,AYA_PAY,RENEWAL,2021-11,3,,VERIFIED,12907.05,000062,2021-11-05 16:08:56,synthetic-generator,200062,101563
300063,15678.70,2021-12-06 22:39:43,Synthetic payment record,BANK_TRANSFER,RENEWAL,2021-12,4,,VERIFIED,15678.70,000063,2021-12-09 22:39:43,synthetic-generator,200063,101564
300064,12070.73,2022-01-11 07:12:02,Synthetic payment record,KBZ_PAY,PREMIUM,2022-01,5,,VERIFIED,12070.73,000064,2022-01-12 07:12:02,synthetic-generator,200064,101565
300065,16339.24,2022-02-14 12:23:13,Synthetic payment record,WAVE_PAY,PREMIUM,2022-02,6,,VERIFIED,16339.24,000065,2022-02-16 12:23:13,synthetic-generator,200065,101566
300066,8522.27,2022-03-28 12:15:37,Synthetic payment record,AYA_PAY,PREMIUM,2022-03,7,,VERIFIED,8522.27,000066,2022-03-29 12:15:37,synthetic-generator,200066,101567
300067,17683.79,2022-04-10 03:24:13,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-04,8,,PENDING,17683.79,000067,2022-04-13 03:24:13,,200067,101568
300068,6675.57,2022-05-14 08:41:51,Synthetic payment record,KBZ_PAY,RENEWAL,2022-05,9,,VERIFIED,6675.57,000068,2022-05-15 08:41:51,synthetic-generator,200068,101569
300069,7541.03,2022-06-25 18:06:34,Synthetic payment record,WAVE_PAY,RENEWAL,2022-06,10,,VERIFIED,7541.03,000069,2022-06-26 18:06:34,synthetic-generator,200069,101570
300070,31672.48,2022-07-18 20:13:58,Synthetic payment record,AYA_PAY,PREMIUM,2022-07,11,,VERIFIED,31672.48,000070,2022-07-21 20:13:58,synthetic-generator,200070,101571
300071,5391.52,2022-08-14 04:00:10,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-08,12,,VERIFIED,5391.52,000071,2022-08-17 04:00:10,synthetic-generator,200071,101572
300072,5308.54,2022-09-02 20:49:29,Synthetic payment record,KBZ_PAY,PREMIUM,2022-09,1,,VERIFIED,5308.54,000072,2022-09-03 20:49:29,synthetic-generator,200072,101573
300073,12645.64,2022-10-07 00:36:49,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,VERIFIED,12645.64,000073,2022-10-07 00:36:49,synthetic-generator,200073,101574
300074,27731.46,2022-11-13 17:10:22,Synthetic payment record,AYA_PAY,PREMIUM,2022-11,3,,VERIFIED,27731.46,000074,2022-11-14 17:10:22,synthetic-generator,200074,101575
300075,35915.47,2022-12-12 19:48:41,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-12,4,,VERIFIED,35915.47,000075,2022-12-15 19:48:41,synthetic-generator,200075,101576
300076,6580.35,2023-01-08 19:39:48,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,VERIFIED,6580.35,000076,2023-01-08 19:39:48,synthetic-generator,200076,101577
300077,15753.22,2023-02-04 20:11:41,Synthetic payment record,WAVE_PAY,PREMIUM,2023-02,6,,VERIFIED,15753.22,000077,2023-02-05 20:11:41,synthetic-generator,200077,101578
300078,26054.94,2023-03-23 02:18:06,Synthetic payment record,AYA_PAY,RENEWAL,2023-03,7,,VERIFIED,26054.94,000078,2023-03-26 02:18:06,synthetic-generator,200078,101579
300079,25245.69,2023-04-20 10:29:09,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,VERIFIED,25245.69,000079,2023-04-20 10:29:09,synthetic-generator,200079,101580
300080,17596.94,2023-05-16 16:54:01,Synthetic payment record,KBZ_PAY,PREMIUM,2023-05,9,,VERIFIED,17596.94,000080,2023-05-17 16:54:01,synthetic-generator,200080,101581
300081,31472.84,2023-06-05 17:53:17,Synthetic payment record,WAVE_PAY,PREMIUM,2023-06,10,,VERIFIED,31472.84,000081,2023-06-07 17:53:17,synthetic-generator,200081,101582
300082,10232.46,2023-07-19 19:45:23,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,PENDING,10232.46,000082,2023-07-20 19:45:23,,200082,101583
300083,46488.86,2023-08-26 10:23:34,Synthetic payment record,BANK_TRANSFER,RENEWAL,2023-08,12,,VERIFIED,46488.86,000083,2023-08-29 10:23:34,synthetic-generator,200083,101584
300084,1997.16,2023-09-20 16:37:41,Synthetic payment record,KBZ_PAY,PREMIUM,2023-09,1,,VERIFIED,1997.16,000084,2023-09-22 16:37:41,synthetic-generator,200084,101585
300085,13615.96,2023-10-12 10:46:05,Synthetic payment record,WAVE_PAY,PREMIUM,2023-10,2,,VERIFIED,13615.96,000085,2023-10-14 10:46:05,synthetic-generator,200085,101586
300086,40648.00,2023-11-24 06:48:46,Synthetic payment record,AYA_PAY,PREMIUM,2023-11,3,,VERIFIED,40648.00,000086,2023-11-24 06:48:46,synthetic-generator,200086,101587
300087,40418.00,2023-12-10 08:46:57,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-12,4,,VERIFIED,40418.00,000087,2023-12-13 08:46:57,synthetic-generator,200087,101588
300088,22373.26,2024-01-19 05:49:25,Synthetic payment record,KBZ_PAY,PREMIUM,2024-01,5,,VERIFIED,22373.26,000088,2024-01-20 05:49:25,synthetic-generator,200088,101589
300089,39416.32,2024-02-07 19:18:12,Synthetic payment record,WAVE_PAY,PREMIUM,2024-02,6,,VERIFIED,39416.32,000089,2024-02-07 19:18:12,synthetic-generator,200089,101590
300090,14403.41,2024-03-10 23:08:10,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,14403.41,000090,2024-03-11 23:08:10,synthetic-generator,200090,101591
300091,53091.43,2024-04-14 04:24:34,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-04,8,,VERIFIED,53091.43,000091,2024-04-16 04:24:34,synthetic-generator,200091,101592
300092,2688.01,2024-05-02 17:54:21,Synthetic payment record,KBZ_PAY,PREMIUM,2024-05,9,,VERIFIED,2688.01,000092,2024-05-03 17:54:21,synthetic-generator,200092,101593
300093,7423.63,2024-06-09 00:35:08,Synthetic payment record,WAVE_PAY,PREMIUM,2024-06,10,,REJECTED,7423.63,000093,2024-06-12 00:35:08,,200093,101594
300094,45231.94,2024-07-16 11:14:32,Synthetic payment record,AYA_PAY,RENEWAL,2024-07,11,,PENDING,45231.94,000094,2024-07-17 11:14:32,,200094,101595
300095,71161.39,2024-08-16 18:49:15,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,PENDING,71161.39,000095,2024-08-19 18:49:15,,200095,101596
300096,9385.69,2024-09-22 17:06:04,Synthetic payment record,KBZ_PAY,PREMIUM,2024-09,1,,VERIFIED,9385.69,000096,2024-09-25 17:06:04,synthetic-generator,200096,101597
300097,16254.44,2024-10-12 05:51:48,Synthetic payment record,WAVE_PAY,RENEWAL,2024-10,2,,VERIFIED,16254.44,000097,2024-10-13 05:51:48,synthetic-generator,200097,101598
300098,4986.74,2024-11-07 23:39:02,Synthetic payment record,AYA_PAY,PREMIUM,2024-11,3,,REJECTED,4986.74,000098,2024-11-08 23:39:02,,200098,101599
300099,53374.63,2024-12-19 21:07:40,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,53374.63,000099,2024-12-22 21:07:40,synthetic-generator,200099,101600
300100,9316.24,2025-01-02 23:20:16,Synthetic payment record,KBZ_PAY,PREMIUM,2025-01,5,,REJECTED,9316.24,000100,2025-01-02 23:20:16,,200100,101601
300101,30218.70,2025-02-04 07:45:16,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,PENDING,30218.70,000101,2025-02-07 07:45:16,,200101,101602
300102,27554.88,2025-03-22 09:47:56,Synthetic payment record,AYA_PAY,PREMIUM,2025-03,7,,VERIFIED,27554.88,000102,2025-03-24 09:47:56,synthetic-generator,200102,101603
300103,30907.24,2025-04-05 14:15:04,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,PENDING,30907.24,000103,2025-04-08 14:15:04,,200103,101604
300104,14256.20,2025-05-14 12:13:17,Synthetic payment record,KBZ_PAY,PREMIUM,2025-05,9,,VERIFIED,14256.20,000104,2025-05-17 12:13:17,synthetic-generator,200104,101605
300105,29009.01,2025-06-06 06:34:14,Synthetic payment record,WAVE_PAY,PREMIUM,2025-06,10,,VERIFIED,29009.01,000105,2025-06-06 06:34:14,synthetic-generator,200105,101606
300106,18194.13,2025-07-22 00:12:06,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,VERIFIED,18194.13,000106,2025-07-22 00:12:06,synthetic-generator,200106,101607
300107,55545.16,2025-08-31 17:34:20,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-08,12,,VERIFIED,55545.16,000107,2025-08-31 17:34:20,synthetic-generator,200107,101608
300108,12208.19,2025-09-04 00:55:48,Synthetic payment record,KBZ_PAY,RENEWAL,2025-09,1,,VERIFIED,12208.19,000108,2025-09-04 00:55:48,synthetic-generator,200108,101609
300109,6729.53,2025-10-10 07:13:57,Synthetic payment record,WAVE_PAY,PREMIUM,2025-10,2,,VERIFIED,6729.53,000109,2025-10-10 07:13:57,synthetic-generator,200109,101610
300110,35970.84,2025-11-16 03:00:42,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,VERIFIED,35970.84,000110,2025-11-19 03:00:42,synthetic-generator,200110,101611
300111,9350.26,2025-12-19 18:25:20,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-12,4,,VERIFIED,9350.26,000111,2025-12-19 18:25:20,synthetic-generator,200111,101612
300112,17382.12,2026-01-18 09:48:27,Synthetic payment record,KBZ_PAY,RENEWAL,2026-01,5,,PENDING,17382.12,000112,2026-01-19 09:48:27,,200112,101613
300113,10108.72,2026-02-11 02:16:17,Synthetic payment record,WAVE_PAY,RENEWAL,2026-02,6,,REJECTED,10108.72,000113,2026-02-13 02:16:17,,200113,101614
300114,9417.53,2026-03-15 11:29:28,Synthetic payment record,AYA_PAY,PREMIUM,2026-03,7,,VERIFIED,9417.53,000114,2026-03-18 11:29:28,synthetic-generator,200114,101615
300115,49327.34,2026-04-17 06:00:16,Synthetic payment record,BANK_TRANSFER,RENEWAL,2026-04,8,,VERIFIED,49327.34,000115,2026-04-19 06:00:16,synthetic-generator,200115,101616
300116,8768.16,2026-05-02 11:31:42,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,VERIFIED,8768.16,000116,2026-05-05 11:31:42,synthetic-generator,200116,101617
300117,12915.61,2026-06-20 15:39:52,Synthetic payment record,WAVE_PAY,PREMIUM,2026-06,10,,PENDING,12915.61,000117,2026-06-21 15:39:52,,200117,101618
300118,30051.58,2026-07-30 03:15:01,Synthetic payment record,AYA_PAY,PREMIUM,2026-07,11,,VERIFIED,30051.58,000118,2026-07-31 03:15:01,synthetic-generator,200118,101619
300119,76606.09,2026-08-13 13:45:48,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-08,12,,VERIFIED,76606.09,000119,2026-08-16 13:45:48,synthetic-generator,200119,101620
300120,7074.15,2021-09-30 02:54:51,Synthetic payment record,KBZ_PAY,PREMIUM,2021-09,1,,REJECTED,7074.15,000120,2021-09-30 02:54:51,,200120,101621
300121,12766.07,2021-10-25 07:24:18,Synthetic payment record,WAVE_PAY,PREMIUM,2021-10,2,,VERIFIED,12766.07,000121,2021-10-26 07:24:18,synthetic-generator,200121,101622
300122,33124.98,2021-11-14 08:22:14,Synthetic payment record,AYA_PAY,PREMIUM,2021-11,3,,VERIFIED,33124.98,000122,2021-11-17 08:22:14,synthetic-generator,200122,101623
300123,18827.72,2021-12-16 17:30:14,Synthetic payment record,BANK_TRANSFER,RENEWAL,2021-12,4,,VERIFIED,18827.72,000123,2021-12-18 17:30:14,synthetic-generator,200123,101624
300124,10466.76,2022-01-27 05:05:05,Synthetic payment record,KBZ_PAY,PREMIUM,2022-01,5,,VERIFIED,10466.76,000124,2022-01-28 05:05:05,synthetic-generator,200124,101625
300125,29438.26,2022-02-19 18:08:49,Synthetic payment record,WAVE_PAY,PREMIUM,2022-02,6,,VERIFIED,29438.26,000125,2022-02-21 18:08:49,synthetic-generator,200125,101626
300126,10727.37,2022-03-30 14:09:10,Synthetic payment record,AYA_PAY,PREMIUM,2022-03,7,,VERIFIED,10727.37,000126,2022-04-01 14:09:10,synthetic-generator,200126,101627
300127,40617.38,2022-04-07 01:40:33,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-04,8,,VERIFIED,40617.38,000127,2022-04-09 01:40:33,synthetic-generator,200127,101628
300128,16668.95,2022-05-18 19:39:29,Synthetic payment record,KBZ_PAY,PREMIUM,2022-05,9,,VERIFIED,16668.95,000128,2022-05-19 19:39:29,synthetic-generator,200128,101629
300129,13111.79,2022-06-12 04:00:19,Synthetic payment record,WAVE_PAY,PREMIUM,2022-06,10,,REJECTED,13111.79,000129,2022-06-13 04:00:19,,200129,101630
300130,29840.33,2022-07-18 12:15:48,Synthetic payment record,AYA_PAY,PREMIUM,2022-07,11,,VERIFIED,29840.33,000130,2022-07-18 12:15:48,synthetic-generator,200130,101631
300131,52196.37,2022-08-21 20:58:28,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-08,12,,VERIFIED,52196.37,000131,2022-08-22 20:58:28,synthetic-generator,200131,101632
300132,4140.94,2022-09-27 23:59:56,Synthetic payment record,KBZ_PAY,PREMIUM,2022-09,1,,REJECTED,4140.94,000132,2022-09-28 23:59:56,,200132,101633
300133,15251.61,2022-10-23 12:26:54,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,VERIFIED,15251.61,000133,2022-10-23 12:26:54,synthetic-generator,200133,101634
300134,4976.39,2022-11-25 17:28:47,Synthetic payment record,AYA_PAY,PREMIUM,2022-11,3,,VERIFIED,4976.39,000134,2022-11-28 17:28:47,synthetic-generator,200134,101635
300135,30505.59,2022-12-19 19:34:47,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-12,4,,VERIFIED,30505.59,000135,2022-12-21 19:34:47,synthetic-generator,200135,101636
300136,9805.87,2023-01-01 14:56:21,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,VERIFIED,9805.87,000136,2023-01-01 14:56:21,synthetic-generator,200136,101637
300137,28002.50,2023-02-18 12:49:09,Synthetic payment record,WAVE_PAY,PREMIUM,2023-02,6,,VERIFIED,28002.50,000137,2023-02-21 12:49:09,synthetic-generator,200137,101638
300138,20383.99,2023-03-16 10:49:08,Synthetic payment record,AYA_PAY,PREMIUM,2023-03,7,,VERIFIED,20383.99,000138,2023-03-16 10:49:08,synthetic-generator,200138,101639
300139,44991.16,2023-04-19 13:48:25,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,VERIFIED,44991.16,000139,2023-04-22 13:48:25,synthetic-generator,200139,101640
300140,14438.10,2023-05-13 16:02:27,Synthetic payment record,KBZ_PAY,PREMIUM,2023-05,9,,VERIFIED,14438.10,000140,2023-05-15 16:02:27,synthetic-generator,200140,101641
300141,11944.97,2023-06-21 08:38:31,Synthetic payment record,WAVE_PAY,PREMIUM,2023-06,10,,VERIFIED,11944.97,000141,2023-06-22 08:38:31,synthetic-generator,200141,101642
300142,40247.26,2023-07-19 04:22:07,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,VERIFIED,40247.26,000142,2023-07-20 04:22:07,synthetic-generator,200142,101643
300143,46936.69,2023-08-20 12:53:06,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-08,12,,VERIFIED,46936.69,000143,2023-08-20 12:53:06,synthetic-generator,200143,101644
300144,10527.57,2023-09-28 05:03:40,Synthetic payment record,KBZ_PAY,PREMIUM,2023-09,1,,VERIFIED,10527.57,000144,2023-10-01 05:03:40,synthetic-generator,200144,101645
300145,11019.97,2023-10-17 20:40:52,Synthetic payment record,WAVE_PAY,RENEWAL,2023-10,2,,REJECTED,11019.97,000145,2023-10-18 20:40:52,,200145,101646
