id,category,created_at,message,rating,is_read,customer_id
500024,PORTAL,2025-01-05 10:50:02,Synthetic feedback message 25; no real customer data.,5,0,101525
500025,SERVICE,2024-02-07 02:24:54,Synthetic feedback message 26; no real customer data.,1,1,101526
500026,PAYMENT,2025-05-09 18:28:33,Synthetic feedback message 27; no real customer data.,2,1,101527
500027,CLAIM,2026-08-03 20:51:30,Synthetic feedback message 28; no real customer data.,3,1,101528
500028,APPLICATION,2026-06-18 04:27:36,Synthetic feedback message 29; no real customer data.,4,0,101529
500029,PORTAL,2025-09-14 01:11:12,Synthetic feedback message 30; no real customer data.,5,1,101530
500030,SERVICE,2024-04-09 13:14:39,Synthetic feedback message 31; no real customer data.,1,1,101531
500031,PAYMENT,2021-10-04 21:04:20,Synthetic feedback message 32; no real customer data.,2,1,101532
500032,CLAIM,2026-01-09 22:09:16,Synthetic feedback message 33; no real customer data.,3,0,101533
500033,APPLICATION,2026-03-21 18:27:48,Synthetic feedback message 34; no real customer data.,4,1,101534
500034,PORTAL,2024-03-05 08:30:38,Synthetic feedback message 35; no real customer data.,5,1,101535
500035,SERVICE,2024-12-21 06:43:53,Synthetic feedback message 36; no real customer data.,1,1,101536
500036,PAYMENT,2026-05-19 01:11:56,Synthetic feedback message 37; no real customer data.,2,0,101537
500037,CLAIM,2023-07-20 08:41:58,Synthetic feedback message 38; no real customer data.,3,1,101538
500038,APPLICATION,2025-05-30 01:27:59,Synthetic feedback message 39; no real customer data.,4,1,101539
500039,PORTAL,2026-06-08 06:00:20,Synthetic feedback message 40; no real customer data.,5,1,101540
500040,SERVICE,2025-11-16 07:36:55,Synthetic feedback message 41; no real customer data.,1,0,101541
500041,PAYMENT,2025-12-29 20:58:04,Synthetic feedback message 42; no real customer data.,2,1,101542
500042,CLAIM,2025-02-16 07:09:26,Synthetic feedback message 43; no real customer data.,3,1,101543
500043,APPLICATION,2022-07-16 08:00:52,Synthetic feedback message 44; no real customer data.,4,1,101544
500044,PORTAL,2025-02-01 19:29:36,Synthetic feedback message 45; no real customer data.,5,0,101545
500045,SERVICE,2022-02-23 07:31:27,Synthetic feedback message 46; no real customer data.,1,1,101546
500046,PAYMENT,2025-06-11 03:56:58,Synthetic feedback message 47; no real customer data.,2,1,101547
500047,CLAIM,2022-11-04 10:57:22,Synthetic feedback message 48; no real customer data.,3,1,101548
500048,APPLICATION,2023-11-28 05:28:03,Synthetic feedback message 49; no real customer data.,4,0,101549
500049,PORTAL,2024-04-20 16:44:17,Synthetic feedback message 50; no real customer data.,5,1,101550
500050,SERVICE,2024-05-26 23:22:45,Synthetic feedback message 51; no real customer data.,1,1,101551
500051,PAYMENT,2023-12-14 22:33:00,Synthetic feedback message 52; no real customer data.,2,1,101552
500052,CLAIM,2023-09-20 01:28:10,Synthetic feedback message 53; no real customer data.,3,0,101553
500053,APPLICATION,2021-12-12 23:05:23,Synthetic feedback message 54; no real customer data.,4,1,101554
500054,PORTAL,2025-04-11 22:30:42,Synthetic feedback message 55; no real customer data.,5,1,101555
500055,SERVICE,2024-08-08 13:11:07,Synthetic feedback message 56; no real customer data.,1,1,101556
500056,PAYMENT,2026-07-08 04:34:45,Synthetic feedback message 57; no real customer data.,2,0,101557
500057,CLAIM,2023-09-28 13:57:42,Synthetic feedback message 58; no real customer data.,3,1,101558
500058,APPLICATION,2025-11-22 05:34:10,Synthetic feedback message 59; no real customer data.,4,1,101559
500059,PORTAL,2023-06-15 18:19:34,Synthetic feedback message 60; no real customer data.,5,1,101560
500060,SERVICE,2022-07-08 02:08:28,Synthetic feedback message 61; no real customer data.,1,0,101561
500061,PAYMENT,2025-12-11 15:38:52,Synthetic feedback message 62; no real customer data.,2,1,101562
500062,CLAIM,2026-02-04 14:41:53,Synthetic feedback message 63; no real customer data.,3,1,101563
500063,APPLICATION,2026-04-24 02:00:43,Synthetic feedback message 64; no real customer data.,4,1,101564
500064,PORTAL,2026-08-30 11:57:13,Synthetic feedback message 65; no real customer data.,5,0,101565
500065,SERVICE,2022-09-30 16:46:11,Synthetic feedback message 66; no real customer data.,1,1,101566
500066,PAYMENT,2024-05-04 09:09:36,Synthetic feedback message 67; no real customer data.,2,1,101567
500067,CLAIM,2024-12-25 23:41:20,Synthetic feedback message 68; no real customer data.,3,1,101568
500068,APPLICATION,2022-03-01 11:36:52,Synthetic feedback message 69; no real customer data.,4,0,101569
500069,PORTAL,2022-04-24 08:23:28,Synthetic feedback message 70; no real customer data.,5,1,101570
500070,SERVICE,2022-03-31 13:19:47,Synthetic feedback message 71; no real customer data.,1,1,101571
500071,PAYMENT,2026-05-21 22:48:50,Synthetic feedback message 72; no real customer data.,2,1,101572
500072,CLAIM,2025-12-26 18:02:36,Synthetic feedback message 73; no real customer data.,3,0,101573
500073,APPLICATION,2026-06-10 04:16:27,Synthetic feedback message 74; no real customer data.,4,1,101574
500074,PORTAL,2026-05-14 12:19:35,Synthetic feedback message 75; no real customer data.,5,1,101575
500075,SERVICE,2025-08-18 19:10:38,Synthetic feedback message 76; no real customer data.,1,1,101576
500076,PAYMENT,2024-02-17 23:45:08,Synthetic feedback message 77; no real customer data.,2,0,101577
500077,CLAIM,2026-01-04 08:06:36,Synthetic feedback message 78; no real customer data.,3,1,101578
500078,APPLICATION,2024-01-20 00:56:11,Synthetic feedback message 79; no real customer data.,4,1,101579
500079,PORTAL,2026-03-09 10:58:42,Synthetic feedback message 80; no real customer data.,5,1,101580
500080,SERVICE,2024-06-22 15:35:28,Synthetic feedback message 81; no real customer data.,1,0,101581
500081,PAYMENT,2024-05-21 08:36:20,Synthetic feedback message 82; no real customer data.,2,1,101582
500082,CLAIM,2024-12-19 19:55:27,Synthetic feedback message 83; no real customer data.,3,1,101583
500083,APPLICATION,2025-01-17 19:07:08,Synthetic feedback message 84; no real customer data.,4,1,101584
500084,PORTAL,2025-01-30 18:31:12,Synthetic feedback message 85; no real customer data.,5,0,101585
500085,SERVICE,2022-11-27 03:29:55,Synthetic feedback message 86; no real customer data.,1,1,101586
500086,PAYMENT,2023-08-15 04:33:01,Synthetic feedback message 87; no real customer data.,2,1,101587
500087,CLAIM,2026-06-18 16:28:40,Synthetic feedback message 88; no real customer data.,3,1,101588
500088,APPLICATION,2025-09-23 10:14:24,Synthetic feedback message 89; no real customer data.,4,0,101589
500089,PORTAL,2024-06-23 15:38:36,Synthetic feedback message 90; no real customer data.,5,1,101590
500090,SERVICE,2025-06-05 19:14:50,Synthetic feedback message 91; no real customer data.,1,1,101591
500091,PAYMENT,2022-04-14 18:42:20,Synthetic feedback message 92; no real customer data.,2,1,101592
500092,CLAIM,2024-11-01 15:14:18,Synthetic feedback message 93; no real customer data.,3,0,101593
500093,APPLICATION,2025-06-21 14:35:52,Synthetic feedback message 94; no real customer data.,4,1,101594
500094,PORTAL,2026-06-15 06:57:53,Synthetic feedback message 95; no real customer data.,5,1,101595
500095,SERVICE,2025-08-08 11:49:55,Synthetic feedback message 96; no real customer data.,1,1,101596
500096,PAYMENT,2025-09-27 05:36:34,Synthetic feedback message 97; no real customer data.,2,0,101597
500097,CLAIM,2024-01-23 08:00:34,Synthetic feedback message 98; no real customer data.,3,1,101598
500098,APPLICATION,2025-04-02 21:46:29,Synthetic feedback message 99; no real customer data.,4,1,101599
500099,PORTAL,2024-11-14 15:32:17,Synthetic feedback message 100; no real customer data.,5,1,101600
500100,SERVICE,2025-01-08 19:13:18,Synthetic feedback message 101; no real customer data.,1,0,101601
500101,PAYMENT,2025-06-07 15:47:36,Synthetic feedback message 102; no real customer data.,2,1,101602
500102,CLAIM,2021-09-14 19:50:06,Synthetic feedback message 103; no real customer data.,3,1,101603
500103,APPLICATION,2026-04-08 10:52:29,Synthetic feedback message 104; no real customer data.,4,1,101604
500104,PORTAL,2022-10-23 06:05:19,Synthetic feedback message 105; no real customer data.,5,0,101605
500105,SERVICE,2021-10-25 05:13:43,Synthetic feedback message 106; no real customer data.,1,1,101606
500106,PAYMENT,2022-12-30 00:31:18,Synthetic feedback message 107; no real customer data.,2,1,101607
500107,CLAIM,2021-11-07 02:06:19,Synthetic feedback message 108; no real customer data.,3,1,101608
500108,APPLICATION,2024-03-15 08:06:29,Synthetic feedback message 109; no real customer data.,4,0,101609
500109,PORTAL,2025-07-31 20:04:26,Synthetic feedback message 110; no real customer data.,5,1,101610
500110,SERVICE,2023-12-07 03:28:42,Synthetic feedback message 111; no real customer data.,1,1,101611
500111,PAYMENT,2023-04-25 11:15:16,Synthetic feedback message 112; no real customer data.,2,1,101612
500112,CLAIM,2024-03-12 18:40:27,Synthetic feedback message 113; no real customer data.,3,0,101613
500113,APPLICATION,2025-07-21 03:04:04,Synthetic feedback message 114; no real customer data.,4,1,101614
500114,PORTAL,2024-10-18 21:10:06,Synthetic feedback message 115; no real customer data.,5,1,101615
500115,SERVICE,2022-12-31 08:32:50,Synthetic feedback message 116; no real customer data.,1,1,101616
500116,PAYMENT,2023-03-30 11:51:44,Synthetic feedback message 117; no real customer data.,2,0,101617
500117,CLAIM,2025-09-09 23:07:41,Synthetic feedback message 118; no real customer data.,3,1,101618
500118,APPLICATION,2025-07-13 18:06:25,Synthetic feedback message 119; no real customer data.,4,1,101619
500119,PORTAL,2024-05-29 06:46:32,Synthetic feedback message 120; no real customer data.,5,1,101620
500120,SERVICE,2023-01-24 18:45:22,Synthetic feedback message 121; no real customer data.,1,0,101621
500121,PAYMENT,2025-02-15 17:22:22,Synthetic feedback message 122; no real customer data.,2,1,101622
500122,CLAIM,2021-09-25 04:16:42,Synthetic feedback message 123; no real customer data.,3,1,101623
500123,APPLICATION,2023-11-17 09:55:26,Synthetic feedback message 124; no real customer data.,4,1,101624
500124,PORTAL,2022-07-28 19:12:05,Synthetic feedback message 125; no real customer data.,5,0,101625
500125,SERVICE,2025-04-09 10:37:02,Synthetic feedback message 126; no real customer data.,1,1,101626
500126,PAYMENT,2025-09-27 22:35:37,Synthetic feedback message 127; no real customer data.,2,1,101627
500127,CLAIM,2024-03-14 19:24:46,Synthetic feedback message 128; no real customer data.,3,1,101628
500128,APPLICATION,2022-05-02 00:17:39,Synthetic feedback message 129; no real customer data.,4,0,101629
500129,PORTAL,2025-06-17 23:07:49,Synthetic feedback message 130; no real customer data.,5,1,101630
500130,SERVICE,2024-03-15 01:31:14,Synthetic feedback message 131; no real customer data.,1,1,101631
500131,PAYMENT,2026-02-07 22:29:53,Synthetic feedback message 132; no real customer data.,2,1,101632
500132,CLAIM,2024-03-12 21:18:51,Synthetic feedback message 133; no real customer data.,3,0,101633
500133,APPLICATION,2026-05-07 06:40:29,Synthetic feedback message 134; no real customer data.,4,1,101634
500134,PORTAL,2026-02-23 23:56:53,Synthetic feedback message 135; no real customer data.,5,1,101635
500135,SERVICE,2024-03-21 13:36:31,Synthetic feedback message 136; no real customer data.,1,1,101636
500136,PAYMENT,2024-09-20 14:51:47,Synthetic feedback message 137; no real customer data.,2,0,101637
500137,CLAIM,2022-02-08 05:35:02,Synthetic feedback message 138; no real customer data.,3,1,101638
500138,APPLICATION,2022-04-27 20:24:21,Synthetic feedback message 139; no real customer data.,4,1,101639
500139,PORTAL,2025-09-02 20:17:27,Synthetic feedback message 140; no real customer data.,5,1,101640
500140,SERVICE,2022-07-24 07:16:11,Synthetic feedback message 141; no real customer data.,1,0,101641
500141,PAYMENT,2025-07-01 00:00:31,Synthetic feedback message 142; no real customer data.,2,1,101642
500142,CLAIM,2026-01-11 11:36:47,Synthetic feedback message 143; no real customer data.,3,1,101643
500143,APPLICATION,2026-03-31 23:25:29,Synthetic feedback message 144; no real customer data.,4,1,101644
500144,PORTAL,2025-09-14 13:01:16,Synthetic feedback message 145; no real customer data.,5,0,101645
500145,SERVICE,2023-08-16 18:21:22,Synthetic feedback message 146; no real customer data.,1,1,101646
500146,PAYMENT,2024-10-02 03:51:25,Synthetic feedback message 147; no real customer data.,2,1,101647
500147,CLAIM,2024-05-16 01:29:48,Synthetic feedback message 148; no real customer data.,3,1,101648
500148,APPLICATION,2025-09-26 21:01:24,Synthetic feedback message 149; no real customer data.,4,0,101649
500149,PORTAL,2026-02-27 19:30:41,Synthetic feedback message 150; no real customer data.,5,1,101650
500150,SERVICE,2025-03-22 00:22:32,Synthetic feedback message 151; no real customer data.,1,1,101651
500151,PAYMENT,2024-02-03 16:37:52,Synthetic feedback message 152; no real customer data.,2,1,101652
500152,CLAIM,2022-05-17 07:09:33,Synthetic feedback message 153; no real customer data.,3,0,101653
500153,APPLICATION,2023-10-14 15:26:42,Synthetic feedback message 154; no real customer data.,4,1,101654
500154,PORTAL,2023-09-30 20:05:04,Synthetic feedback message 155; no real customer data.,5,1,101655
500155,SERVICE,2025-07-19 18:00:27,Synthetic feedback message 156; no real customer data.,1,1,101656
500156,PAYMENT,2024-07-30 22:51:13,Synthetic feedback message 157; no real customer data.,2,0,101657
500157,CLAIM,2022-05-06 01:26:13,Synthetic feedback message 158; no real customer data.,3,1,101658
500158,APPLICATION,2023-02-15 04:02:13,Synthetic feedback message 159; no real customer data.,4,1,101659
500159,PORTAL,2024-10-24 23:50:44,Synthetic feedback message 160; no real customer data.,5,1,101660
500160,SERVICE,2025-12-13 12:07:26,Synthetic feedback message 161; no real customer data.,1,0,101661
500161,PAYMENT,2026-06-11 01:55:47,Synthetic feedback message 162; no real customer data.,2,1,101662
500162,CLAIM,2024-04-04 02:55:08,Synthetic feedback message 163; no real customer data.,3,1,101663
500163,APPLICATION,2022-04-14 20:05:26,Synthetic feedback message 164; no real customer data.,4,1,101664
500164,PORTAL,2022-02-02 13:07:49,Synthetic feedback message 165; no real customer data.,5,0,101665
500165,SERVICE,2025-04-13 20:34:03,Synthetic feedback message 166; no real customer data.,1,1,101666
500166,PAYMENT,2023-05-29 21:19:08,Synthetic feedback message 167; no real customer data.,2,1,101667
500167,CLAIM,2023-01-12 07:28:05,Synthetic feedback message 168; no real customer data.,3,1,101668
500168,APPLICATION,2022-01-07 12:32:37,Synthetic feedback message 169; no real customer data.,4,0,101669
500169,PORTAL,2025-03-18 05:29:32,Synthetic feedback message 170; no real customer data.,5,1,101670
500170,SERVICE,2025-06-02 08:00:07,Synthetic feedback message 171; no real customer data.,1,1,101671
500171,PAYMENT,2023-01-11 16:02:23,Synthetic feedback message 172; no real customer data.,2,1,101672
500172,CLAIM,2025-11-12 19:01:26,Synthetic feedback message 173; no real customer data.,3,0,101673
500173,APPLICATION,2023-07-07 12:22:46,Synthetic feedback message 174; no real customer data.,4,1,101674
500174,PORTAL,2024-09-05 22:51:38,Synthetic feedback message 175; no real customer data.,5,1,101675
500175,SERVICE,2022-10-22 11:29:10,Synthetic feedback message 176; no real customer data.,1,1,101676
500176,PAYMENT,2026-03-19 12:23:24,Synthetic feedback message 177; no real customer data.,2,0,101677
500177,CLAIM,2026-02-04 07:36:45,Synthetic feedback message 178; no real customer data.,3,1,101678
500178,APPLICATION,2023-09-29 05:46:48,Synthetic feedback message 179; no real customer data.,4,1,101679
500179,PORTAL,2025-04-14 18:07:41,Synthetic feedback message 180; no real customer data.,5,1,101680
500180,SERVICE,2024-01-21 16:43:45,Synthetic feedback message 181; no real customer data.,1,0,101681
500181,PAYMENT,2025-07-24 15:28:10,Synthetic feedback message 182; no real customer data.,2,1,101682
500182,CLAIM,2023-08-29 14:54:37,Synthetic feedback message 183; no real customer data.,3,1,101683
500183,APPLICATION,2022-02-06 06:04:12,Synthetic feedback message 184; no real customer data.,4,1,101684
500184,PORTAL,2024-09-16 01:14:29,Synthetic feedback message 185; no real customer data.,5,0,101685
500185,SERVICE,2023-02-10 10:06:38,Synthetic feedback message 186; no real customer data.,1,1,101686
500186,PAYMENT,2022-10-07 05:37:14,Synthetic feedback message 187; no real customer data.,2,1,101687
500187,CLAIM,2023-07-01 00:29:16,Synthetic feedback message 188; no real customer data.,3,1,101688
500188,APPLICATION,2024-11-10 08:27:23,Synthetic feedback message 189; no real customer data.,4,0,101689
500189,PORTAL,2023-02-27 18:42:09,Synthetic feedback message 190; no real customer data.,5,1,101690
500190,SERVICE,2024-02-06 08:04:13,Synthetic feedback message 191; no real customer data.,1,1,101691
500191,PAYMENT,2023-05-19 16:40:32,Synthetic feedback message 192; no real customer data.,2,1,101692
500192,CLAIM,2023-03-06 00:21:59,Synthetic feedback message 193; no real customer data.,3,0,101693
500193,APPLICATION,2023-09-01 20:57:06,Synthetic feedback message 194; no real customer data.,4,1,101694
500194,PORTAL,2025-05-31 20:43:49,Synthetic feedback message 195; no real customer data.,5,1,101695
500195,SERVICE,2025-10-20 06:00:03,Synthetic feedback message 196; no real customer data.,1,1,101696
500196,PAYMENT,2026-04-26 11:36:53,Synthetic feedback message 197; no real customer data.,2,0,101697
500197,CLAIM,2023-06-18 05:57:22,Synthetic feedback message 198; no real customer data.,3,1,101698
500198,APPLICATION,2023-07-23 23:01:15,Synthetic feedback message 199; no real customer data.,4,1,101699
500199,PORTAL,2024-04-21 16:27:00,Synthetic feedback message 200; no real customer data.,5,1,101700
500200,SERVICE,2024-04-19 19:10:24,Synthetic feedback message 201; no real customer data.,1,0,101701
500201,PAYMENT,2022-09-03 05:17:50,Synthetic feedback message 202; no real customer data.,2,1,101702
500202,CLAIM,2025-03-08 05:09:56,Synthetic feedback message 203; no real customer data.,3,1,101703
500203,APPLICATION,2024-09-19 16:32:15,Synthetic feedback message 204; no real customer data.,4,1,101704
500204,PORTAL,2024-03-16 23:16:22,Synthetic feedback message 205; no real customer data.,5,0,101705
500205,SERVICE,2022-03-24 13:27:13,Synthetic feedback message 206; no real customer data.,1,1,101706
500206,PAYMENT,2026-02-10 05:33:09,Synthetic feedback message 207; no real customer data.,2,1,101707
500207,CLAIM,2023-01-03 00:13:59,Synthetic feedback message 208; no real customer data.,3,1,101708
500208,APPLICATION,2026-08-21 02:48:08,Synthetic feedback message 209; no real customer data.,4,0,101709
500209,PORTAL,2026-03-28 20:15:49,Synthetic feedback message 210; no real customer data.,5,1,101710
500210,SERVICE,2023-08-19 00:46:21,Synthetic feedback message 211; no real customer data.,1,1,101711
500211,PAYMENT,2026-01-09 03:21:45,Synthetic feedback message 212; no real customer data.,2,1,101712
500212,CLAIM,2024-02-05 19:37:31,Synthetic feedback message 213; no real customer data.,3,0,101713
500213,APPLICATION,2023-07-14 16:56:29,Synthetic feedback message 214; no real customer data.,4,1,101714
500214,PORTAL,2025-11-24 20:56:39,Synthetic feedback message 215; no real customer data.,5,1,101715
500215,SERVICE,2025-07-15 19:22:28,Synthetic feedback message 216; no real customer data.,1,1,101716
500216,PAYMENT,2025-08-01 10:19:03,Synthetic feedback message 217; no real customer data.,2,0,101717
500217,CLAIM,2021-10-26 00:05:48,Synthetic feedback message 218; no real customer data.,3,1,101718
500218,APPLICATION,2024-04-03 17:25:02,Synthetic feedback message 219; no real customer data.,4,1,101719
500219,PORTAL,2023-10-18 11:51:27,Synthetic feedback message 220; no real customer data.,5,1,101720
500220,SERVICE,2023-04-10 02:48:09,Synthetic feedback message 221; no real customer data.,1,0,101721
500221,PAYMENT,2024-08-12 16:13:04,Synthetic feedback message 222; no real customer data.,2,1,101722
500222,CLAIM,2022-09-29 21:43:24,Synthetic feedback message 223; no real customer data.,3,1,101723
500223,APPLICATION,2025-07-30 14:08:18,Synthetic feedback message 224; no real customer data.,4,1,101724
500224,PORTAL,2022-05-30 14:20:49,Synthetic feedback message 225; no real customer data.,5,0,101725
500225,SERVICE,2026-01-03 10:37:13,Synthetic feedback message 226; no real customer data.,1,1,101726
500226,PAYMENT,2024-10-10 20:35:51,Synthetic feedback message 227; no real customer data.,2,1,101727
500227,CLAIM,2024-03-01 13:00:10,Synthetic feedback message 228; no real customer data.,3,1,101728
500228,APPLICATION,2026-01-27 02:28:59,Synthetic feedback message 229; no real customer data.,4,0,101729
500229,PORTAL,2025-12-24 23:14:58,Synthetic feedback message 230; no real customer data.,5,1,101730
500230,SERVICE,2025-05-11 18:13:31,Synthetic feedback message 231; no real customer data.,1,1,101731
500231,PAYMENT,2022-07-30 09:22:20,Synthetic feedback message 232; no real customer data.,2,1,101732
500232,CLAIM,2024-05-10 02:03:39,Synthetic feedback message 233; no real customer data.,3,0,101733
500233,APPLICATION,2023-06-25 06:44:08,Synthetic feedback message 234; no real customer data.,4,1,101734
500234,PORTAL,2022-09-30 02:55:52,Synthetic feedback message 235; no real customer data.,5,1,101735
500235,SERVICE,2022-10-13 22:24:20,Synthetic feedback message 236; no real customer data.,1,1,101736
500236,PAYMENT,2023-06-20 21:09:24,Synthetic feedback message 237; no real customer data.,2,0,101737
500237,CLAIM,2022-04-11 01:52:52,Synthetic feedback message 238; no real customer data.,3,1,101738
500238,APPLICATION,2023-05-15 16:43:17,Synthetic feedback message 239; no real customer data.,4,1,101739
500239,PORTAL,2025-08-10 02:19:09,Synthetic feedback message 240; no real customer data.,5,1,101740
500240,SERVICE,2023-05-26 15:23:39,Synthetic feedback message 241; no real customer data.,1,0,101741
500241,PAYMENT,2025-01-22 22:15:32,Synthetic feedback message 242; no real customer data.,2,1,101742
500242,CLAIM,2024-09-27 16:08:31,Synthetic feedback message 243; no real customer data.,3,1,101743
500243,APPLICATION,2025-04-30 16:28:07,Synthetic feedback message 244; no real customer data.,4,1,101744
500244,PORTAL,2024-01-10 08:31:21,Synthetic feedback message 245; no real customer data.,5,0,101745
500245,SERVICE,2023-01-25 20:43:19,Synthetic feedback message 246; no real customer data.,1,1,101746
500246,PAYMENT,2021-12-30 00:16:49,Synthetic feedback message 247; no real customer data.,2,1,101747
500247,CLAIM,2025-05-19 06:52:03,Synthetic feedback message 248; no real customer data.,3,1,101748
500248,APPLICATION,2025-07-24 16:06:33,Synthetic feedback message 249; no real customer data.,4,0,101749
500249,PORTAL,2023-05-20 18:59:00,Synthetic feedback message 250; no real customer data.,5,1,101750
500250,SERVICE,2025-09-06 23:07:36,Synthetic feedback message 251; no real customer data.,1,1,101751
500251,PAYMENT,2025-04-10 05:00:01,Synthetic feedback message 252; no real customer data.,2,1,101752
500252,CLAIM,2023-06-23 18:45:17,Synthetic feedback message 253; no real customer data.,3,0,101753
500253,APPLICATION,2026-05-05 03:23:23,Synthetic feedback message 254; no real customer data.,4,1,101754
500254,PORTAL,2021-09-24 21:57:49,Synthetic feedback message 255; no real customer data.,5,1,101755
500255,SERVICE,2024-05-01 18:18:25,Synthetic feedback message 256; no real customer data.,1,1,101756
500256,PAYMENT,2022-09-17 03:12:17,Synthetic feedback message 257; no real customer data.,2,0,101757
500257,CLAIM,2023-10-14 10:21:36,Synthetic feedback message 258; no real customer data.,3,1,101758
500258,APPLICATION,2024-03-15 11:18:03,Synthetic feedback message 259; no real customer data.,4,1,101759
500259,PORTAL,2025-10-31 07:49:41,Synthetic feedback message 260; no real customer data.,5,1,101760
500260,SERVICE,2024-06-15 12:39:13,Synthetic feedback message 261; no real customer data.,1,0,101761
500261,PAYMENT,2022-09-25 00:28:51,Synthetic feedback message 262; no real customer data.,2,1,101762
500262,CLAIM,2026-03-19 14:14:31,Synthetic feedback message 263; no real customer data.,3,1,101763
500263,APPLICATION,2025-12-14 11:57:19,Synthetic feedback message 264; no real customer data.,4,1,101764
500264,PORTAL,2023-11-03 14:00:13,Synthetic feedback message 265; no real customer data.,5,0,101765
500265,SERVICE,2022-06-16 05:00:41,Synthetic feedback message 266; no real customer data.,1,1,101766
500266,PAYMENT,2023-04-12 08:13:08,Synthetic feedback message 267; no real customer data.,2,1,101767
500267,CLAIM,2025-04-10 03:30:57,Synthetic feedback message 268; no real customer data.,3,1,101768
500268,APPLICATION,2025-12-02 10:44:38,Synthetic feedback message 269; no real customer data.,4,0,101769
500269,PORTAL,2024-01-26 00:20:14,Synthetic feedback message 270; no real customer data.,5,1,101770
500270,SERVICE,2023-07-13 06:25:25,Synthetic feedback message 271; no real customer data.,1,1,101771
500271,PAYMENT,2025-09-07 17:56:37,Synthetic feedback message 272; no real customer data.,2,1,101772
500272,CLAIM,2022-11-30 09:24:47,Synthetic feedback message 273; no real customer data.,3,0,101773
500273,APPLICATION,2025-04-22 17:58:02,Synthetic feedback message 274; no real customer data.,4,1,101774
500274,PORTAL,2024-05-20 00:45:46,Synthetic feedback message 275; no real customer data.,5,1,101775
500275,SERVICE,2025-10-30 04:38:48,Synthetic feedback message 276; no real customer data.,1,1,101776
500276,PAYMENT,2021-11-14 18:45:28,Synthetic feedback message 277; no real customer data.,2,0,101777
500277,CLAIM,2025-01-19 07:13:00,Synthetic feedback message 278; no real customer data.,3,1,101778
500278,APPLICATION,2023-09-23 07:27:41,Synthetic feedback message 279; no real customer data.,4,1,101779
500279,PORTAL,2025-12-06 19:25:21,Synthetic feedback message 280; no real customer data.,5,1,101780
500280,SERVICE,2023-08-30 19:00:58,Synthetic feedback message 281; no real customer data.,1,0,101781
500281,PAYMENT,2022-10-01 18:52:41,Synthetic feedback message 282; no real customer data.,2,1,101782
500282,CLAIM,2022-10-11 04:02:34,Synthetic feedback message 283; no real customer data.,3,1,101783
500283,APPLICATION,2023-03-11 18:16:12,Synthetic feedback message 284; no real customer data.,4,1,101784
500284,PORTAL,2023-04-14 06:58:47,Synthetic feedback message 285; no real customer data.,5,0,101785
500285,SERVICE,2024-05-11 12:51:45,Synthetic feedback message 286; no real customer data.,1,1,101786
500286,PAYMENT,2023-07-13 18:02:09,Synthetic feedback message 287; no real customer data.,2,1,101787
500287,CLAIM,2023-01-21 02:35:33,Synthetic feedback message 288; no real customer data.,3,1,101788
