employee_id,department,job_title,years_experience,performance_score,base_salary,allowances,overtime_hours,bonus,tax_rate,pension_rate,net_salary,record_month,synthetic
SYN-EMP-000084,Sales,Team Lead,20,1.1,1035000.00,82800.00,8,51750.00,10,2,909490.19,2024-09,True
SYN-EMP-000085,Claims,Manager,0,1.2,540000.00,43200.00,9,0.00,5,2,484099.94,2024-08,True
SYN-EMP-000086,Policy,Assistant,1,1.3,308000.00,24640.00,10,3080.00,6,2,278979.50,2024-07,True
SYN-EMP-000087,Finance,Officer,2,1.4,401000.00,32080.00,11,8020.00,7,2,353246.74,2024-06,True
SYN-EMP-000088,Customer Service,Senior Officer,3,1.5,494000.00,39520.00,12,14820.00,8,2,422776.11,2024-05,True
SYN-EMP-000089,IT,Team Lead,4,1.6,587000.00,46960.00,13,23480.00,9,2,544347.63,2024-04,True
SYN-EMP-000090,Sales,Manager,5,1.7,680000.00,54400.00,14,34000.00,10,2,581462.86,2024-03,True
SYN-EMP-000091,Claims,Assistant,6,1.8,448000.00,35840.00,15,0.00,5,2,412504.95,2024-02,True
SYN-EMP-000092,Policy,Officer,7,1.9,541000.00,43280.00,16,5410.00,6,2,501999.55,2024-01,True
SYN-EMP-000093,Finance,Senior Officer,8,2.0,634000.00,50720.00,17,12680.00,7,2,592109.15,2023-12,True
SYN-EMP-000094,Customer Service,Team Lead,9,2.1,727000.00,58160.00,18,21810.00,8,2,642537.78,2023-11,True
SYN-EMP-000095,IT,Manager,10,2.2,820000.00,65600.00,19,32800.00,9,2,742689.14,2023-10,True
SYN-EMP-000096,Sales,Assistant,11,2.3,588000.00,47040.00,20,29400.00,10,2,532842.53,2023-09,True
SYN-EMP-000097,Claims,Officer,12,2.4,681000.00,54480.00,21,0.00,5,2,610946.30,2023-08,True
SYN-EMP-000098,Policy,Senior Officer,13,2.5,774000.00,61920.00,22,7740.00,6,2,704892.57,2023-07,True
SYN-EMP-000099,Finance,Team Lead,14,2.6,867000.00,69360.00,23,17340.00,7,2,804390.42,2023-06,True
SYN-EMP-000100,Customer Service,Manager,15,2.7,960000.00,76800.00,24,28800.00,8,2,854562.06,2023-05,True
SYN-EMP-000101,IT,Assistant,16,2.8,728000.00,58240.00,0,29120.00,9,2,654338.65,2023-04,True
SYN-EMP-000102,Sales,Officer,17,2.9,821000.00,65680.00,1,41050.00,10,2,743821.61,2023-03,True
SYN-EMP-000103,Claims,Senior Officer,18,3.0,914000.00,73120.00,2,0.00,5,2,814333.65,2023-02,True
SYN-EMP-000104,Policy,Team Lead,19,3.1,1007000.00,80560.00,3,10070.00,6,2,920638.37,2023-01,True
SYN-EMP-000105,Finance,Manager,20,3.2,1100000.00,88000.00,4,22000.00,7,2,984569.19,2022-12,True
SYN-EMP-000106,Customer Service,Assistant,0,3.3,280000.00,22400.00,5,8400.00,8,2,234290.96,2022-11,True
SYN-EMP-000107,IT,Officer,1,3.4,373000.00,29840.00,6,14920.00,9,2,365401.76,2022-10,True
SYN-EMP-000108,Sales,Senior Officer,2,3.5,466000.00,37280.00,7,23300.00,10,2,441559.13,2022-09,True
SYN-EMP-000109,Claims,Team Lead,3,3.6,559000.00,44720.00,8,0.00,5,2,516287.37,2022-08,True
SYN-EMP-000110,Policy,Manager,4,3.7,652000.00,52160.00,9,6520.00,6,2,604456.67,2022-07,True
SYN-EMP-000111,Finance,Assistant,5,3.8,420000.00,33600.00,10,8400.00,7,2,413442.33,2022-06,True
SYN-EMP-000112,Customer Service,Officer,6,3.9,513000.00,41040.00,11,15390.00,8,2,497499.34,2022-05,True
SYN-EMP-000113,IT,Senior Officer,7,4.0,606000.00,48480.00,12,24240.00,9,2,558332.93,2022-04,True
SYN-EMP-000114,Sales,Team Lead,8,4.1,699000.00,55920.00,13,34950.00,10,2,653036.36,2022-03,True
SYN-EMP-000115,Claims,Manager,9,4.2,792000.00,63360.00,14,0.00,5,2,738799.50,2022-02,True
SYN-EMP-000116,Policy,Assistant,10,4.3,560000.00,44800.00,15,5600.00,6,2,513588.27,2022-01,True
SYN-EMP-000117,Finance,Officer,11,4.4,653000.00,52240.00,16,13060.00,7,2,591920.20,2021-12,True
SYN-EMP-000118,Customer Service,Senior Officer,12,4.5,746000.00,59680.00,17,22380.00,8,2,707167.35,2021-11,True
SYN-EMP-000119,IT,Team Lead,13,4.6,839000.00,67120.00,18,33560.00,9,2,792265.13,2021-10,True
SYN-EMP-000120,Sales,Manager,14,4.7,932000.00,74560.00,19,46600.00,10,2,879347.31,2021-09,True
SYN-EMP-000121,Claims,Assistant,15,4.8,700000.00,56000.00,20,0.00,5,2,658502.13,2026-08,True
SYN-EMP-000122,Policy,Officer,16,4.9,793000.00,63440.00,21,7930.00,6,2,768964.63,2026-07,True
SYN-EMP-000123,Finance,Senior Officer,17,5.0,886000.00,70880.00,22,17720.00,7,2,860691.70,2026-06,True
SYN-EMP-000124,Customer Service,Team Lead,18,1.0,979000.00,78320.00,23,29370.00,8,2,848104.93,2026-05,True
SYN-EMP-000125,IT,Manager,19,1.1,1072000.00,85760.00,24,42880.00,9,2,919409.65,2026-04,True
SYN-EMP-000126,Sales,Assistant,20,1.2,840000.00,67200.00,0,42000.00,10,2,730851.19,2026-03,True
SYN-EMP-000127,Claims,Officer,0,1.3,345000.00,27600.00,1,0.00,5,2,306891.47,2026-02,True
SYN-EMP-000128,Policy,Senior Officer,1,1.4,438000.00,35040.00,2,4380.00,6,2,371772.85,2026-01,True
SYN-EMP-000129,Finance,Team Lead,2,1.5,531000.00,42480.00,3,10620.00,7,2,477533.39,2025-12,True
SYN-EMP-000130,Customer Service,Manager,3,1.6,624000.00,49920.00,4,18720.00,8,2,568850.27,2025-11,True
SYN-EMP-000131,IT,Assistant,4,1.7,392000.00,31360.00,5,15680.00,9,2,332065.70,2025-10,True
SYN-EMP-000132,Sales,Officer,5,1.8,485000.00,38800.00,6,24250.00,10,2,415871.21,2025-09,True
SYN-EMP-000133,Claims,Senior Officer,6,1.9,578000.00,46240.00,7,0.00,5,2,496789.55,2025-08,True
SYN-EMP-000134,Policy,Team Lead,7,2.0,671000.00,53680.00,8,6710.00,6,2,607009.71,2025-07,True
SYN-EMP-000135,Finance,Manager,8,2.1,764000.00,61120.00,9,15280.00,7,2,668849.70,2025-06,True
SYN-EMP-000136,Customer Service,Assistant,9,2.2,532000.00,42560.00,10,15960.00,8,2,486245.47,2025-05,True
SYN-EMP-000137,IT,Officer,10,2.3,625000.00,50000.00,11,25000.00,9,2,588150.92,2025-04,True
SYN-EMP-000138,Sales,Senior Officer,11,2.4,718000.00,57440.00,12,35900.00,10,2,649871.46,2025-03,True
SYN-EMP-000139,Claims,Team Lead,12,2.5,811000.00,64880.00,13,0.00,5,2,725938.26,2025-02,True
SYN-EMP-000140,Policy,Manager,13,2.6,904000.00,72320.00,14,9040.00,6,2,837035.07,2025-01,True
SYN-EMP-000141,Finance,Assistant,14,2.7,672000.00,53760.00,15,13440.00,7,2,615898.92,2024-12,True
SYN-EMP-000142,Customer Service,Officer,15,2.8,765000.00,61200.00,16,22950.00,8,2,685615.84,2024-11,True
SYN-EMP-000143,IT,Senior Officer,16,2.9,858000.00,68640.00,17,34320.00,9,2,793473.62,2024-10,True
SYN-EMP-000144,Sales,Team Lead,17,3.0,951000.00,76080.00,18,47550.00,10,2,889634.22,2024-09,True
SYN-EMP-000145,Claims,Manager,18,3.1,1044000.00,83520.00,19,0.00,5,2,937745.45,2024-08,True
SYN-EMP-000146,Policy,Assistant,19,3.2,812000.00,64960.00,20,8120.00,6,2,752856.90,2024-07,True
SYN-EMP-000147,Finance,Officer,20,3.3,905000.00,72400.00,21,18100.00,7,2,848665.34,2024-06,True
SYN-EMP-000148,Customer Service,Senior Officer,0,3.4,410000.00,32800.00,22,12300.00,8,2,378643.17,2024-05,True
SYN-EMP-000149,IT,Team Lead,1,3.5,503000.00,40240.00,23,20120.00,9,2,465373.36,2024-04,True
SYN-EMP-000150,Sales,Manager,2,3.6,596000.00,47680.00,24,29800.00,10,2,537963.16,2024-03,True
SYN-EMP-000151,Claims,Assistant,3,3.7,364000.00,29120.00,0,0.00,5,2,325038.27,2024-02,True
SYN-EMP-000152,Policy,Officer,4,3.8,457000.00,36560.00,1,4570.00,6,2,426775.17,2024-01,True
SYN-EMP-000153,Finance,Senior Officer,5,3.9,550000.00,44000.00,2,11000.00,7,2,500204.18,2023-12,True
SYN-EMP-000154,Customer Service,Team Lead,6,4.0,643000.00,51440.00,3,19290.00,8,2,592079.30,2023-11,True
SYN-EMP-000155,IT,Manager,7,4.1,736000.00,58880.00,4,29440.00,9,2,686596.58,2023-10,True
SYN-EMP-000156,Sales,Assistant,8,4.2,504000.00,40320.00,5,25200.00,10,2,477288.20,2023-09,True
SYN-EMP-000157,Claims,Officer,9,4.3,597000.00,47760.00,6,0.00,5,2,547629.47,2023-08,True
SYN-EMP-000158,Policy,Senior Officer,10,4.4,690000.00,55200.00,7,6900.00,6,2,639914.85,2023-07,True
SYN-EMP-000159,Finance,Team Lead,11,4.5,783000.00,62640.00,8,15660.00,7,2,745381.47,2023-06,True
SYN-EMP-000160,Customer Service,Manager,12,4.6,876000.00,70080.00,9,26280.00,8,2,816174.55,2023-05,True
SYN-EMP-000161,IT,Assistant,13,4.7,644000.00,51520.00,10,25760.00,9,2,631350.06,2023-04,True
SYN-EMP-000162,Sales,Officer,14,4.8,737000.00,58960.00,11,36850.00,10,2,688905.39,2023-03,True
SYN-EMP-000163,Claims,Senior Officer,15,4.9,830000.00,66400.00,12,0.00,5,2,780757.88,2023-02,True
SYN-EMP-000164,Policy,Team Lead,16,5.0,923000.00,73840.00,13,9230.00,6,2,852810.24,2023-01,True
SYN-EMP-000165,Finance,Manager,17,1.0,1016000.00,81280.00,14,20320.00,7,2,880383.20,2022-12,True
SYN-EMP-000166,Customer Service,Assistant,18,1.1,784000.00,62720.00,15,23520.00,8,2,700109.46,2022-11,True
SYN-EMP-000167,IT,Officer,19,1.2,877000.00,70160.00,16,35080.00,9,2,752428.45,2022-10,True
SYN-EMP-000168,Sales,Senior Officer,20,1.3,970000.00,77600.00,17,48500.00,10,2,873854.16,2022-09,True
SYN-EMP-000169,Claims,Team Lead,0,1.4,475000.00,38000.00,18,0.00,5,2,436845.45,2022-08,True
SYN-EMP-000170,Policy,Manager,1,1.5,568000.00,45440.00,19,5680.00,6,2,507430.65,2022-07,True
SYN-EMP-000171,Finance,Assistant,2,1.6,336000.00,26880.00,20,6720.00,7,2,284195.05,2022-06,True
SYN-EMP-000172,Customer Service,Officer,3,1.7,429000.00,34320.00,21,12870.00,8,2,363273.84,2022-05,True
SYN-EMP-000173,IT,Senior Officer,4,1.8,522000.00,41760.00,22,20880.00,9,2,483434.89,2022-04,True
SYN-EMP-000174,Sales,Team Lead,5,1.9,615000.00,49200.00,23,30750.00,10,2,560439.47,2022-03,True
SYN-EMP-000175,Claims,Manager,6,2.0,708000.00,56640.00,24,0.00,5,2,637973.43,2022-02,True
SYN-EMP-000176,Policy,Assistant,7,2.1,476000.00,38080.00,0,4760.00,6,2,431943.13,2022-01,True
SYN-EMP-000177,Finance,Officer,8,2.2,569000.00,45520.00,1,11380.00,7,2,528158.36,2021-12,True
SYN-EMP-000178,Customer Service,Senior Officer,9,2.3,662000.00,52960.00,2,19860.00,8,2,579901.88,2021-11,True
SYN-EMP-000179,IT,Team Lead,10,2.4,755000.00,60400.00,3,30200.00,9,2,676985.58,2021-10,True
SYN-EMP-000180,Sales,Manager,11,2.5,848000.00,67840.00,4,42400.00,10,2,764446.34,2021-09,True
SYN-EMP-000181,Claims,Assistant,12,2.6,616000.00,49280.00,5,0.00,5,2,580624.06,2026-08,True
SYN-EMP-000182,Policy,Officer,13,2.7,709000.00,56720.00,6,7090.00,6,2,637943.99,2026-07,True
SYN-EMP-000183,Finance,Senior Officer,14,2.8,802000.00,64160.00,7,16040.00,7,2,754769.74,2026-06,True
SYN-EMP-000184,Customer Service,Team Lead,15,2.9,895000.00,71600.00,8,26850.00,8,2,794004.31,2026-05,True
SYN-EMP-000185,IT,Manager,16,3.0,988000.00,79040.00,9,39520.00,9,2,880181.12,2026-04,True
SYN-EMP-000186,Sales,Assistant,17,3.1,756000.00,60480.00,10,37800.00,10,2,711473.52,2026-03,True
SYN-EMP-000187,Claims,Officer,18,3.2,849000.00,67920.00,11,0.00,5,2,769097.86,2026-02,True
SYN-EMP-000188,Policy,Senior Officer,19,3.3,942000.00,75360.00,12,9420.00,6,2,884128.38,2026-01,True
SYN-EMP-000189,Finance,Team Lead,20,3.4,1035000.00,82800.00,13,20700.00,7,2,943476.43,2025-12,True
SYN-EMP-000190,Customer Service,Manager,0,3.5,540000.00,43200.00,14,16200.00,8,2,504009.20,2025-11,True
SYN-EMP-000191,IT,Assistant,1,3.6,308000.00,24640.00,15,12320.00,9,2,279451.63,2025-10,True
SYN-EMP-000192,Sales,Officer,2,3.7,401000.00,32080.00,16,20050.00,10,2,363684.01,2025-09,True
SYN-EMP-000193,Claims,Senior Officer,3,3.8,494000.00,39520.00,17,0.00,5,2,444057.53,2025-08,True
SYN-EMP-000194,Policy,Team Lead,4,3.9,587000.00,46960.00,18,5870.00,6,2,556892.49,2025-07,True
SYN-EMP-000195,Finance,Manager,5,4.0,680000.00,54400.00,19,13600.00,7,2,630255.43,2025-06,True
SYN-EMP-000196,Customer Service,Assistant,6,4.1,448000.00,35840.00,20,13440.00,8,2,403015.27,2025-05,True
SYN-EMP-000197,IT,Officer,7,4.2,541000.00,43280.00,21,21640.00,9,2,526711.00,2025-04,True
SYN-EMP-000198,Sales,Senior Officer,8,4.3,634000.00,50720.00,22,31700.00,10,2,597867.51,2025-03,True
SYN-EMP-000199,Claims,Team Lead,9,4.4,727000.00,58160.00,23,0.00,5,2,696780.43,2025-02,True
SYN-EMP-000200,Policy,Manager,10,4.5,820000.00,65600.00,24,8200.00,6,2,758973.62,2025-01,True
SYN-EMP-000201,Finance,Assistant,11,4.6,588000.00,47040.00,0,11760.00,7,2,566296.90,2024-12,True
SYN-EMP-000202,Customer Service,Officer,12,4.7,681000.00,54480.00,1,20430.00,8,2,658191.36,2024-11,True
SYN-EMP-000203,IT,Senior Officer,13,4.8,774000.00,61920.00,2,30960.00,9,2,744773.71,2024-10,True
SYN-EMP-000204,Sales,Team Lead,14,4.9,867000.00,69360.00,3,43350.00,10,2,811117.51,2024-09,True
SYN-EMP-000205,Claims,Manager,15,5.0,960000.00,76800.00,4,0.00,5,2,923769.40,2024-08,True
SYN-EMP-000206,Policy,Assistant,16,1.0,728000.00,58240.00,5,7280.00,6,2,627353.17,2024-07,True
SYN-EMP-000207,Finance,Officer,17,1.1,821000.00,65680.00,6,16420.00,7,2,723356.78,2024-06,True
SYN-EMP-000208,Customer Service,Senior Officer,18,1.2,914000.00,73120.00,7,27420.00,8,2,800724.35,2024-05,True
SYN-EMP-000209,IT,Team Lead,19,1.3,1007000.00,80560.00,8,40280.00,9,2,909017.19,2024-04,True
SYN-EMP-000210,Sales,Manager,20,1.4,1100000.00,88000.00,9,55000.00,10,2,986749.86,2024-03,True
SYN-EMP-000211,Claims,Assistant,0,1.5,280000.00,22400.00,10,0.00,5,2,267467.84,2024-02,True
SYN-EMP-000212,Policy,Officer,1,1.6,373000.00,29840.00,11,3730.00,6,2,329141.59,2024-01,True
SYN-EMP-000213,Finance,Senior Officer,2,1.7,466000.00,37280.00,12,9320.00,7,2,424604.28,2023-12,True
SYN-EMP-000214,Customer Service,Team Lead,3,1.8,559000.00,44720.00,13,16770.00,8,2,481546.86,2023-11,True
SYN-EMP-000215,IT,Manager,4,1.9,652000.00,52160.00,14,26080.00,9,2,567679.86,2023-10,True
SYN-EMP-000216,Sales,Assistant,5,2.0,420000.00,33600.00,15,21000.00,10,2,351703.79,2023-09,True
SYN-EMP-000217,Claims,Officer,6,2.1,513000.00,41040.00,16,0.00,5,2,466930.89,2023-08,True
SYN-EMP-000218,Policy,Senior Officer,7,2.2,606000.00,48480.00,17,6060.00,6,2,531562.03,2023-07,True
SYN-EMP-000219,Finance,Team Lead,8,2.3,699000.00,55920.00,18,13980.00,7,2,654712.13,2023-06,True
SYN-EMP-000220,Customer Service,Manager,9,2.4,792000.00,63360.00,19,23760.00,8,2,733150.75,2023-05,True
SYN-EMP-000221,IT,Assistant,10,2.5,560000.00,44800.00,20,22400.00,9,2,516862.12,2023-04,True
SYN-EMP-000222,Sales,Officer,11,2.6,653000.00,52240.00,21,32650.00,10,2,600956.94,2023-03,True
SYN-EMP-000223,Claims,Senior Officer,12,2.7,746000.00,59680.00,22,0.00,5,2,682604.52,2023-02,True
SYN-EMP-000224,Policy,Team Lead,13,2.8,839000.00,67120.00,23,8390.00,6,2,768087.32,2023-01,True
SYN-EMP-000225,Finance,Manager,14,2.9,932000.00,74560.00,24,18640.00,7,2,831369.13,2022-12,True
SYN-EMP-000226,Customer Service,Assistant,15,3.0,700000.00,56000.00,0,21000.00,8,2,643533.65,2022-11,True
SYN-EMP-000227,IT,Officer,16,3.1,793000.00,63440.00,1,31720.00,9,2,734773.60,2022-10,True
SYN-EMP-000228,Sales,Senior Officer,17,3.2,886000.00,70880.00,2,44300.00,10,2,837144.28,2022-09,True
SYN-EMP-000229,Claims,Team Lead,18,3.3,979000.00,78320.00,3,0.00,5,2,898054.03,2022-08,True
SYN-EMP-000230,Policy,Manager,19,3.4,1072000.00,85760.00,4,10720.00,6,2,964259.43,2022-07,True
SYN-EMP-000231,Finance,Assistant,20,3.5,840000.00,67200.00,5,16800.00,7,2,794359.41,2022-06,True
SYN-EMP-000232,Customer Service,Officer,0,3.6,345000.00,27600.00,6,10350.00,8,2,314405.29,2022-05,True
SYN-EMP-000233,IT,Senior Officer,1,3.7,438000.00,35040.00,7,17520.00,9,2,418778.43,2022-04,True
