id,created_at,message,is_read,target_role,title,type,recipient_id
600068,2024-06-21 09:55:58,Synthetic notification 69 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100068
600069,2022-08-01 05:42:30,Synthetic notification 70 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100069
600070,2024-06-21 14:34:16,Synthetic notification 71 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100070
600071,2024-07-02 20:25:10,Synthetic notification 72 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100071
600072,2022-09-02 17:07:59,Synthetic notification 73 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100072
600073,2025-06-19 00:30:29,Synthetic notification 74 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100073
600074,2022-11-29 21:15:59,Synthetic notification 75 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100074
600075,2022-10-22 23:28:37,Synthetic notification 76 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100075
600076,2022-06-10 00:04:40,Synthetic notification 77 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100076
600077,2022-05-05 06:41:26,Synthetic notification 78 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100077
600078,2022-09-14 02:29:28,Synthetic notification 79 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100078
600079,2026-01-18 20:41:32,Synthetic notification 80 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100079
600080,2025-10-06 06:50:06,Synthetic notification 81 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100080
600081,2023-06-26 00:38:53,Synthetic notification 82 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100081
600082,2023-08-12 00:12:22,Synthetic notification 83 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100082
600083,2024-04-21 21:13:56,Synthetic notification 84 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100083
600084,2025-09-16 08:16:33,Synthetic notification 85 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100084
600085,2023-01-15 17:49:47,Synthetic notification 86 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100085
600086,2025-07-04 17:12:49,Synthetic notification 87 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100086
600087,2025-05-28 14:50:13,Synthetic notification 88 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100087
600088,2024-06-23 20:30:16,Synthetic notification 89 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100088
600089,2025-09-03 14:39:35,Synthetic notification 90 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100089
600090,2022-09-20 10:58:04,Synthetic notification 91 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100090
600091,2023-05-23 03:37:44,Synthetic notification 92 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100091
600092,2024-12-16 10:00:27,Synthetic notification 93 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100092
600093,2024-12-22 08:14:28,Synthetic notification 94 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100093
600094,2023-08-03 18:05:55,Synthetic notification 95 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100094
600095,2021-11-01 05:16:59,Synthetic notification 96 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100095
600096,2025-12-27 15:11:26,Synthetic notification 97 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100096
600097,2026-04-27 20:03:34,Synthetic notification 98 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100097
600098,2022-02-18 03:43:01,Synthetic notification 99 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100098
600099,2024-12-26 06:02:36,Synthetic notification 100 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100099
600100,2026-07-27 11:56:44,Synthetic notification 101 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100100
600101,2023-07-11 23:32:50,Synthetic notification 102 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100101
600102,2022-02-07 12:29:52,Synthetic notification 103 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100102
600103,2025-07-15 15:14:43,Synthetic notification 104 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100103
600104,2023-09-04 07:21:40,Synthetic notification 105 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100104
600105,2025-11-08 02:22:26,Synthetic notification 106 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100105
600106,2021-10-22 21:19:28,Synthetic notification 107 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100106
600107,2024-04-28 10:44:55,Synthetic notification 108 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100107
600108,2022-06-17 22:53:11,Synthetic notification 109 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100108
600109,2025-12-28 00:29:36,Synthetic notification 110 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100109
600110,2026-03-21 12:42:54,Synthetic notification 111 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100110
600111,2025-03-30 17:41:33,Synthetic notification 112 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100111
600112,2022-05-01 13:51:55,Synthetic notification 113 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100112
600113,2025-05-29 08:21:55,Synthetic notification 114 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100113
600114,2021-09-12 18:52:17,Synthetic notification 115 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100114
600115,2024-07-07 20:36:29,Synthetic notification 116 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100115
600116,2025-03-04 10:30:07,Synthetic notification 117 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100116
600117,2022-07-06 08:05:44,Synthetic notification 118 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100117
600118,2021-12-27 18:24:24,Synthetic notification 119 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100118
600119,2023-08-01 23:14:19,Synthetic notification 120 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100119
600120,2024-04-05 07:09:25,Synthetic notification 121 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100120
600121,2026-01-28 15:23:19,Synthetic notification 122 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100121
600122,2025-02-08 00:08:00,Synthetic notification 123 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100122
600123,2025-02-09 00:04:49,Synthetic notification 124 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100123
600124,2022-05-15 13:41:01,Synthetic notification 125 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100124
600125,2026-07-14 02:39:43,Synthetic notification 126 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100125
600126,2026-02-13 17:55:15,Synthetic notification 127 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100126
600127,2023-08-08 09:21:42,Synthetic notification 128 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100127
600128,2024-02-16 09:09:22,Synthetic notification 129 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100128
600129,2021-10-06 11:03:05,Synthetic notification 130 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100129
600130,2022-05-24 12:16:04,Synthetic notification 131 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100130
600131,2024-01-08 09:27:28,Synthetic notification 132 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100131
600132,2025-04-25 05:51:54,Synthetic notification 133 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100132
600133,2022-04-21 08:08:26,Synthetic notification 134 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100133
600134,2026-08-16 18:54:12,Synthetic notification 135 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100134
600135,2026-06-21 20:49:20,Synthetic notification 136 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100135
600136,2022-11-08 06:19:17,Synthetic notification 137 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100136
600137,2026-01-07 10:49:04,Synthetic notification 138 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100137
600138,2022-08-31 23:10:22,Synthetic notification 139 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100138
600139,2023-10-11 07:42:29,Synthetic notification 140 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100139
600140,2025-07-07 08:20:36,Synthetic notification 141 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100140
600141,2026-03-25 00:21:25,Synthetic notification 142 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100141
600142,2025-05-21 05:28:56,Synthetic notification 143 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100142
600143,2022-09-11 10:23:42,Synthetic notification 144 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100143
600144,2026-06-20 08:30:02,Synthetic notification 145 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100144
600145,2023-07-08 17:22:45,Synthetic notification 146 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100145
600146,2023-03-22 01:43:55,Synthetic notification 147 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100146
600147,2025-10-08 06:37:18,Synthetic notification 148 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100147
600148,2022-02-28 19:21:24,Synthetic notification 149 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100148
600149,2022-09-14 05:54:22,Synthetic notification 150 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100149
600150,2025-03-11 19:26:30,Synthetic notification 151 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100150
600151,2026-03-13 12:58:26,Synthetic notification 152 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100151
600152,2022-03-03 05:55:09,Synthetic notification 153 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100152
600153,2024-01-18 06:17:33,Synthetic notification 154 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100153
600154,2022-02-15 20:21:21,Synthetic notification 155 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100154
600155,2024-05-03 04:05:59,Synthetic notification 156 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100155
600156,2022-11-27 18:23:32,Synthetic notification 157 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100156
600157,2023-09-07 21:14:06,Synthetic notification 158 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100157
600158,2024-07-30 11:59:16,Synthetic notification 159 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100158
600159,2024-04-20 05:33:55,Synthetic notification 160 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100159
600160,2024-05-11 16:04:35,Synthetic notification 161 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100160
600161,2024-05-27 12:29:44,Synthetic notification 162 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100161
600162,2026-07-30 17:52:54,Synthetic notification 163 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100162
600163,2025-07-10 11:41:24,Synthetic notification 164 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100163
600164,2024-09-13 21:42:51,Synthetic notification 165 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100164
600165,2025-04-04 07:33:15,Synthetic notification 166 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100165
600166,2026-08-26 13:38:30,Synthetic notification 167 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100166
600167,2024-04-16 02:34:46,Synthetic notification 168 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100167
600168,2024-11-14 02:05:17,Synthetic notification 169 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100168
600169,2022-02-14 23:35:44,Synthetic notification 170 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100169
600170,2024-05-27 10:36:02,Synthetic notification 171 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100170
600171,2022-05-07 18:00:39,Synthetic notification 172 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100171
600172,2022-05-07 10:08:42,Synthetic notification 173 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100172
600173,2024-06-17 09:17:49,Synthetic notification 174 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100173
600174,2024-02-03 20:34:45,Synthetic notification 175 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100174
600175,2025-09-24 08:28:03,Synthetic notification 176 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100175
600176,2022-08-31 01:56:08,Synthetic notification 177 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100176
600177,2023-11-16 15:51:26,Synthetic notification 178 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100177
600178,2025-08-26 21:08:57,Synthetic notification 179 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100178
600179,2021-09-30 06:27:11,Synthetic notification 180 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100179
600180,2025-06-06 16:56:06,Synthetic notification 181 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100180
600181,2021-09-24 16:13:28,Synthetic notification 182 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100181
600182,2022-08-30 16:11:34,Synthetic notification 183 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100182
600183,2026-07-01 12:49:32,Synthetic notification 184 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100183
600184,2024-08-04 06:10:19,Synthetic notification 185 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100184
600185,2022-12-22 13:51:41,Synthetic notification 186 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100185
600186,2024-06-06 01:35:28,Synthetic notification 187 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100186
600187,2022-06-24 18:48:10,Synthetic notification 188 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100187
600188,2024-03-11 04:08:53,Synthetic notification 189 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100188
600189,2026-04-16 14:56:58,Synthetic notification 190 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100189
600190,2026-04-20 05:30:57,Synthetic notification 191 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100190
600191,2026-02-28 19:59:53,Synthetic notification 192 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100191
600192,2024-06-28 14:17:35,Synthetic notification 193 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100192
600193,2026-03-20 05:50:18,Synthetic notification 194 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100193
600194,2025-01-09 20:51:33,Synthetic notification 195 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100194
600195,2023-11-29 13:57:39,Synthetic notification 196 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100195
600196,2023-06-08 08:50:33,Synthetic notification 197 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100196
600197,2024-05-07 13:07:28,Synthetic notification 198 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100197
600198,2025-04-28 15:08:42,Synthetic notification 199 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100198
600199,2025-01-09 21:42:30,Synthetic notification 200 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100199
600200,2025-01-07 07:53:40,Synthetic notification 201 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100200
600201,2025-02-07 06:30:03,Synthetic notification 202 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100201
600202,2023-11-09 08:37:27,Synthetic notification 203 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100202
600203,2023-10-26 11:42:31,Synthetic notification 204 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100203
600204,2022-09-04 22:01:18,Synthetic notification 205 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100204
600205,2023-03-03 04:15:24,Synthetic notification 206 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100205
600206,2023-01-16 18:16:20,Synthetic notification 207 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100206
600207,2023-05-19 23:44:01,Synthetic notification 208 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100207
600208,2021-10-08 18:13:17,Synthetic notification 209 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100208
600209,2021-09-01 07:54:15,Synthetic notification 210 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100209
600210,2023-03-21 23:33:57,Synthetic notification 211 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100210
600211,2025-11-15 05:11:07,Synthetic notification 212 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100211
600212,2025-04-01 15:05:26,Synthetic notification 213 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100212
600213,2022-06-03 00:33:44,Synthetic notification 214 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100213
600214,2022-09-04 07:55:23,Synthetic notification 215 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100214
600215,2025-09-30 08:58:37,Synthetic notification 216 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100215
600216,2025-05-06 01:43:32,Synthetic notification 217 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100216
600217,2025-01-16 02:45:25,Synthetic notification 218 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100217
600218,2022-04-10 11:55:53,Synthetic notification 219 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100218
600219,2021-11-25 07:02:50,Synthetic notification 220 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100219
600220,2025-08-11 02:29:52,Synthetic notification 221 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100220
600221,2022-05-23 18:10:06,Synthetic notification 222 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100221
600222,2024-04-11 21:14:18,Synthetic notification 223 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100222
600223,2026-08-21 19:45:07,Synthetic notification 224 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100223
600224,2025-07-25 07:24:33,Synthetic notification 225 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100224
600225,2024-12-02 00:06:22,Synthetic notification 226 for system testing.,0,AGENT,Synthetic Payment Notification,PAYMENT,100225
600226,2021-09-23 11:45:25,Synthetic notification 227 for system testing.,1,AGENT,Synthetic Claim Notification,CLAIM,100226
600227,2024-04-01 18:09:10,Synthetic notification 228 for system testing.,1,AGENT,Synthetic Reminder Notification,REMINDER,100227
600228,2025-04-03 23:54:45,Synthetic notification 229 for system testing.,0,AGENT,Synthetic Info Notification,INFO,100228
600229,2026-07-07 14:34:24,Synthetic notification 230 for system testing.,1,AGENT,Synthetic Approval Notification,APPROVAL,100229
600230,2023-05-09 13:52:20,Synthetic notification 231 for system testing.,1,AGENT,Synthetic Rejection Notification,REJECTION,100230
