id,affected_count,ai_assisted,check_type,created_at,details,status,summary,total_checked
700074,6,0,PAYMENT,2025-02-21 12:48:16,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,99
700075,7,1,REVISION_CLEANUP,2024-02-05 17:14:02,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,100
700076,8,0,APPLICATION,2023-08-01 14:50:22,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,101
700077,9,0,CLAIM,2022-06-18 00:55:57,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,102
700078,10,0,PAYMENT,2024-12-24 19:32:52,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,103
700079,11,0,REVISION_CLEANUP,2023-03-13 01:46:48,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,104
700080,12,1,APPLICATION,2025-04-07 14:34:42,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,105
700081,13,0,CLAIM,2021-10-25 06:27:07,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,106
700082,14,0,PAYMENT,2021-10-23 18:40:55,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,107
700083,15,0,REVISION_CLEANUP,2024-07-11 18:13:54,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,108
700084,16,0,APPLICATION,2024-02-01 06:30:48,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,109
700085,0,1,CLAIM,2026-02-26 08:15:26,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,110
700086,1,0,PAYMENT,2022-09-26 23:03:05,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,111
700087,2,0,REVISION_CLEANUP,2023-09-02 16:42:42,"{""synthetic"": true, ""batch"": 0}",PARTIAL,Synthetic automated check,112
700088,3,0,APPLICATION,2021-11-27 04:42:51,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,113
700089,4,0,CLAIM,2021-12-18 14:37:50,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,114
700090,5,1,PAYMENT,2022-10-07 04:39:43,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,115
700091,6,0,REVISION_CLEANUP,2023-02-20 08:18:17,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,116
700092,7,0,APPLICATION,2022-12-01 02:36:57,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,117
700093,8,0,CLAIM,2025-07-14 00:28:39,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,118
700094,9,0,PAYMENT,2025-10-29 01:14:59,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,119
700095,10,1,REVISION_CLEANUP,2025-03-24 19:30:40,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,120
700096,11,0,APPLICATION,2025-07-18 08:02:22,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,121
700097,12,0,CLAIM,2023-01-05 15:05:17,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,122
700098,13,0,PAYMENT,2024-12-15 19:39:18,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,123
700099,14,0,REVISION_CLEANUP,2023-05-03 06:06:41,"{""synthetic"": true, ""batch"": 0}",SUCCESS,Synthetic automated check,124
700100,15,1,APPLICATION,2023-03-27 16:05:54,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,125
700101,16,0,CLAIM,2022-01-06 00:00:36,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,126
700102,0,0,PAYMENT,2026-02-04 12:34:19,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,127
700103,1,0,REVISION_CLEANUP,2026-05-17 15:39:41,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,128
700104,2,0,APPLICATION,2022-03-07 00:45:22,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,129
700105,3,1,CLAIM,2022-02-17 03:40:17,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,130
700106,4,0,PAYMENT,2025-01-25 01:31:36,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,131
700107,5,0,REVISION_CLEANUP,2024-01-14 06:32:09,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,132
700108,6,0,APPLICATION,2022-12-14 02:10:19,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,133
700109,7,0,CLAIM,2021-10-07 20:33:03,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,134
700110,8,1,PAYMENT,2025-06-12 03:56:25,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,135
700111,9,0,REVISION_CLEANUP,2026-08-07 17:12:07,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,136
700112,10,0,APPLICATION,2025-10-19 05:23:48,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,137
700113,11,0,CLAIM,2025-04-03 18:32:20,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,138
700114,12,0,PAYMENT,2021-12-10 10:53:33,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,139
700115,13,1,REVISION_CLEANUP,2024-04-06 16:36:39,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,140
700116,14,0,APPLICATION,2025-02-17 09:54:56,"{""synthetic"": true, ""batch"": 1}",PARTIAL,Synthetic automated check,141
700117,15,0,CLAIM,2022-01-16 03:26:16,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,142
700118,16,0,PAYMENT,2025-01-14 19:13:57,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,143
700119,0,0,REVISION_CLEANUP,2026-06-11 01:49:21,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,144
700120,1,1,APPLICATION,2025-05-18 17:04:11,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,145
700121,2,0,CLAIM,2021-10-20 15:02:37,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,146
700122,3,0,PAYMENT,2022-07-07 17:06:49,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,147
700123,4,0,REVISION_CLEANUP,2023-11-09 04:19:53,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,148
700124,5,0,APPLICATION,2021-09-01 17:40:50,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,149
700125,6,1,CLAIM,2023-09-01 05:26:23,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,150
700126,7,0,PAYMENT,2022-02-13 09:47:33,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,151
700127,8,0,REVISION_CLEANUP,2023-08-05 12:39:01,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,152
700128,9,0,APPLICATION,2025-06-08 10:29:02,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,153
700129,10,0,CLAIM,2026-04-14 10:24:08,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,154
700130,11,1,PAYMENT,2022-10-24 21:43:11,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,155
700131,12,0,REVISION_CLEANUP,2022-04-15 16:13:09,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,156
700132,13,0,APPLICATION,2025-08-19 00:07:02,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,157
700133,14,0,CLAIM,2024-08-20 08:34:57,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,158
700134,15,0,PAYMENT,2025-06-11 00:45:22,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,159
700135,16,1,REVISION_CLEANUP,2024-08-30 06:56:38,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,160
700136,0,0,APPLICATION,2026-07-27 02:20:54,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,161
700137,1,0,CLAIM,2025-09-23 15:52:41,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,162
700138,2,0,PAYMENT,2026-02-19 21:42:32,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,163
700139,3,0,REVISION_CLEANUP,2026-05-31 19:06:07,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,164
700140,4,1,APPLICATION,2024-12-15 23:59:44,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,165
700141,5,0,CLAIM,2022-04-11 03:55:09,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,166
700142,6,0,PAYMENT,2022-06-06 07:12:07,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,167
700143,7,0,REVISION_CLEANUP,2023-12-10 08:33:29,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,168
700144,8,0,APPLICATION,2023-06-10 21:55:19,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,169
700145,9,1,CLAIM,2023-01-30 05:31:10,"{""synthetic"": true, ""batch"": 1}",PARTIAL,Synthetic automated check,170
700146,10,0,PAYMENT,2025-05-02 13:08:41,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,171
700147,11,0,REVISION_CLEANUP,2024-01-28 18:05:26,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,172
700148,12,0,APPLICATION,2022-08-28 17:45:07,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,173
700149,13,0,CLAIM,2023-06-27 13:06:43,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,174
700150,14,1,PAYMENT,2022-04-19 17:19:43,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,175
700151,15,0,REVISION_CLEANUP,2024-09-07 04:37:24,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,176
700152,16,0,APPLICATION,2025-12-29 17:48:49,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,177
700153,0,0,CLAIM,2026-04-11 10:49:07,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,178
700154,1,0,PAYMENT,2024-01-07 21:26:16,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,179
700155,2,1,REVISION_CLEANUP,2021-12-29 05:16:36,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,180
700156,3,0,APPLICATION,2026-04-30 16:19:25,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,181
700157,4,0,CLAIM,2023-11-06 21:23:40,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,182
700158,5,0,PAYMENT,2022-11-06 13:13:19,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,183
700159,6,0,REVISION_CLEANUP,2024-02-03 08:38:19,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,184
700160,7,1,APPLICATION,2022-11-24 19:58:11,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,185
700161,8,0,CLAIM,2023-12-04 14:42:12,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,186
700162,9,0,PAYMENT,2024-10-02 18:46:58,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,187
700163,10,0,REVISION_CLEANUP,2024-10-30 10:06:59,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,188
700164,11,0,APPLICATION,2023-10-07 20:48:07,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,189
700165,12,1,CLAIM,2026-08-11 22:53:23,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,190
700166,13,0,PAYMENT,2021-10-30 03:51:17,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,191
700167,14,0,REVISION_CLEANUP,2026-04-12 22:35:16,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,192
700168,15,0,APPLICATION,2022-10-19 08:21:42,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,193
700169,16,0,CLAIM,2022-06-11 23:10:40,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,194
700170,0,1,PAYMENT,2023-11-15 20:26:19,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,195
700171,1,0,REVISION_CLEANUP,2026-07-10 14:37:53,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,196
700172,2,0,APPLICATION,2025-07-01 04:53:06,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,197
700173,3,0,CLAIM,2024-01-11 10:00:06,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,198
700174,4,0,PAYMENT,2024-09-17 10:59:35,"{""synthetic"": true, ""batch"": 1}",PARTIAL,Synthetic automated check,199
700175,5,1,REVISION_CLEANUP,2025-03-08 20:19:06,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,200
700176,6,0,APPLICATION,2021-11-23 22:25:16,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,201
700177,7,0,CLAIM,2024-07-25 09:20:54,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,202
700178,8,0,PAYMENT,2024-12-09 10:35:32,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,203
700179,9,0,REVISION_CLEANUP,2022-02-08 06:16:14,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,204
700180,10,1,APPLICATION,2026-04-20 13:48:16,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,205
700181,11,0,CLAIM,2025-07-23 00:30:06,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,206
700182,12,0,PAYMENT,2024-09-16 07:11:08,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,207
700183,13,0,REVISION_CLEANUP,2023-04-15 21:37:38,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,208
700184,14,0,APPLICATION,2023-08-29 17:06:05,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,209
700185,15,1,CLAIM,2025-12-23 17:21:41,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,210
700186,16,0,PAYMENT,2022-10-17 04:44:38,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,211
700187,0,0,REVISION_CLEANUP,2026-04-28 20:30:58,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,212
700188,1,0,APPLICATION,2025-08-22 07:52:28,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,213
700189,2,0,CLAIM,2024-09-21 08:04:11,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,214
700190,3,1,PAYMENT,2025-11-27 04:21:09,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,215
700191,4,0,REVISION_CLEANUP,2024-01-11 17:24:39,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,216
700192,5,0,APPLICATION,2023-10-16 23:37:18,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,217
700193,6,0,CLAIM,2026-02-04 20:48:35,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,218
700194,7,0,PAYMENT,2023-12-06 01:44:16,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,219
700195,8,1,REVISION_CLEANUP,2023-06-02 00:17:21,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,220
700196,9,0,APPLICATION,2022-09-17 22:01:10,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,221
700197,10,0,CLAIM,2023-11-01 11:31:27,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,222
700198,11,0,PAYMENT,2024-10-29 14:18:47,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,223
700199,12,0,REVISION_CLEANUP,2022-05-21 05:07:05,"{""synthetic"": true, ""batch"": 1}",SUCCESS,Synthetic automated check,224
700200,13,1,APPLICATION,2025-10-05 11:29:49,"{""synthetic"": true, ""batch"": 2}",SUCCESS,Synthetic automated check,225
700201,14,0,CLAIM,2022-03-29 22:02:20,"{""synthetic"": true, ""batch"": 2}",SUCCESS,Synthetic automated check,226
700202,15,0,PAYMENT,2024-10-22 01:19:36,"{""synthetic"": true, ""batch"": 2}",SUCCESS,Synthetic automated check,227
700203,16,0,REVISION_CLEANUP,2024-02-03 12:23:25,"{""synthetic"": true, ""batch"": 2}",PARTIAL,Synthetic automated check,228
700204,0,0,APPLICATION,2023-12-15 09:05:10,"{""synthetic"": true, ""batch"": 2}",SUCCESS,Synthetic automated check,229
700205,1,1,CLAIM,2024-10-06 23:43:24,"{""synthetic"": true, ""batch"": 2}",SUCCESS,Synthetic automated check,230
700206,2,0,PAYMENT,2024-07-31 16:23:49,"{""synthetic"": true, ""batch"": 2}",SUCCESS,Synthetic automated check,231
