id,amount,created_at,notes,payment_method,payment_type,period_label,period_number,screenshot_path,status,transaction_amount,transaction_last_six_digits,updated_at,verified_by,application_id,customer_id
300025,20098.00,2023-10-09 13:37:23,Synthetic payment record,WAVE_PAY,PREMIUM,2023-10,2,,VERIFIED,20098.00,000025,2023-10-11 13:37:23,synthetic-generator,200025,100326
300026,20269.34,2023-11-09 08:52:36,Synthetic payment record,AYA_PAY,PREMIUM,2023-11,3,,PENDING,20269.34,000026,2023-11-11 08:52:36,,200026,100327
300027,23004.63,2023-12-29 12:37:17,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-12,4,,VERIFIED,23004.63,000027,2024-01-01 12:37:17,synthetic-generator,200027,100328
300028,15452.24,2024-01-28 17:27:08,Synthetic payment record,KBZ_PAY,CLAIM_PAYOUT,2024-01,5,,PENDING,15452.24,000028,2024-01-30 17:27:08,,200028,100329
300029,33395.93,2024-02-02 00:12:03,Synthetic payment record,WAVE_PAY,PREMIUM,2024-02,6,,VERIFIED,33395.93,000029,2024-02-03 00:12:03,synthetic-generator,200029,100330
300030,7875.29,2024-03-04 05:07:32,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,7875.29,000030,2024-03-04 05:07:32,synthetic-generator,200030,100331
300031,45096.74,2024-04-11 23:43:17,Synthetic payment record,BANK_TRANSFER,RENEWAL,2024-04,8,,VERIFIED,45096.74,000031,2024-04-12 23:43:17,synthetic-generator,200031,100332
300032,8050.61,2024-05-09 02:50:40,Synthetic payment record,KBZ_PAY,PREMIUM,2024-05,9,,VERIFIED,8050.61,000032,2024-05-10 02:50:40,synthetic-generator,200032,100333
300033,20735.72,2024-06-25 19:13:09,Synthetic payment record,WAVE_PAY,PREMIUM,2024-06,10,,VERIFIED,20735.72,000033,2024-06-26 19:13:09,synthetic-generator,200033,100334
300034,18319.64,2024-07-23 03:24:44,Synthetic payment record,AYA_PAY,PREMIUM,2024-07,11,,VERIFIED,18319.64,000034,2024-07-25 03:24:44,synthetic-generator,200034,100335
300035,31067.74,2024-08-30 09:00:50,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,VERIFIED,31067.74,000035,2024-08-31 09:00:50,synthetic-generator,200035,100336
300036,6327.39,2024-09-03 13:54:47,Synthetic payment record,KBZ_PAY,RENEWAL,2024-09,1,,VERIFIED,6327.39,000036,2024-09-03 13:54:47,synthetic-generator,200036,100337
300037,19700.33,2024-10-07 11:41:32,Synthetic payment record,WAVE_PAY,PREMIUM,2024-10,2,,VERIFIED,19700.33,000037,2024-10-10 11:41:32,synthetic-generator,200037,100338
300038,8481.75,2024-11-15 19:39:21,Synthetic payment record,AYA_PAY,PREMIUM,2024-11,3,,PENDING,8481.75,000038,2024-11-18 19:39:21,,200038,100339
300039,39712.25,2024-12-18 10:18:12,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,39712.25,000039,2024-12-20 10:18:12,synthetic-generator,200039,100340
300040,7184.18,2025-01-30 15:45:54,Synthetic payment record,KBZ_PAY,RENEWAL,2025-01,5,,VERIFIED,7184.18,000040,2025-01-30 15:45:54,synthetic-generator,200040,100341
300041,12474.59,2025-02-21 02:29:37,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,VERIFIED,12474.59,000041,2025-02-23 02:29:37,synthetic-generator,200041,100342
300042,5495.18,2025-03-11 16:47:35,Synthetic payment record,AYA_PAY,RENEWAL,2025-03,7,,VERIFIED,5495.18,000042,2025-03-14 16:47:35,synthetic-generator,200042,100343
300043,38727.89,2025-04-15 01:59:06,Synthetic payment record,BANK_TRANSFER,CLAIM_PAYOUT,2025-04,8,,VERIFIED,38727.89,000043,2025-04-17 01:59:06,synthetic-generator,200043,100344
300044,19797.06,2025-05-21 05:36:47,Synthetic payment record,KBZ_PAY,RENEWAL,2025-05,9,,VERIFIED,19797.06,000044,2025-05-23 05:36:47,synthetic-generator,200044,100345
300045,3120.85,2025-06-24 11:34:45,Synthetic payment record,WAVE_PAY,PREMIUM,2025-06,10,,PENDING,3120.85,000045,2025-06-24 11:34:45,,200045,100346
300046,39169.38,2025-07-20 01:10:52,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,VERIFIED,39169.38,000046,2025-07-20 01:10:52,synthetic-generator,200046,100347
300047,56060.59,2025-08-19 10:32:56,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-08,12,,PENDING,56060.59,000047,2025-08-19 10:32:56,,200047,100348
300048,2270.85,2025-09-01 20:42:43,Synthetic payment record,KBZ_PAY,RENEWAL,2025-09,1,,VERIFIED,2270.85,000048,2025-09-04 20:42:43,synthetic-generator,200048,100349
300049,19226.57,2025-10-24 18:50:25,Synthetic payment record,WAVE_PAY,RENEWAL,2025-10,2,,VERIFIED,19226.57,000049,2025-10-24 18:50:25,synthetic-generator,200049,100350
300050,9345.35,2025-11-16 19:44:28,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,VERIFIED,9345.35,000050,2025-11-17 19:44:28,synthetic-generator,200050,100351
300051,46868.72,2025-12-29 23:11:34,Synthetic payment record,BANK_TRANSFER,RENEWAL,2025-12,4,,VERIFIED,46868.72,000051,2026-01-01 23:11:34,synthetic-generator,200051,100352
300052,16397.01,2026-01-05 09:43:38,Synthetic payment record,KBZ_PAY,PREMIUM,2026-01,5,,VERIFIED,16397.01,000052,2026-01-06 09:43:38,synthetic-generator,200052,100353
300053,8736.69,2026-02-02 16:54:50,Synthetic payment record,WAVE_PAY,PREMIUM,2026-02,6,,VERIFIED,8736.69,000053,2026-02-02 16:54:50,synthetic-generator,200053,100354
300054,13080.82,2026-03-12 22:37:05,Synthetic payment record,AYA_PAY,PREMIUM,2026-03,7,,VERIFIED,13080.82,000054,2026-03-13 22:37:05,synthetic-generator,200054,100355
300055,33771.31,2026-04-22 07:09:32,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-04,8,,VERIFIED,33771.31,000055,2026-04-22 07:09:32,synthetic-generator,200055,100356
300056,9867.96,2026-05-15 15:22:13,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,VERIFIED,9867.96,000056,2026-05-18 15:22:13,synthetic-generator,200056,100357
300057,24703.70,2026-06-23 01:18:45,Synthetic payment record,WAVE_PAY,PREMIUM,2026-06,10,,VERIFIED,24703.70,000057,2026-06-24 01:18:45,synthetic-generator,200057,100358
300058,16309.13,2026-07-18 08:26:44,Synthetic payment record,AYA_PAY,PREMIUM,2026-07,11,,PENDING,16309.13,000058,2026-07-18 08:26:44,,200058,100359
300059,62565.89,2026-08-02 11:34:37,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-08,12,,PENDING,62565.89,000059,2026-08-05 11:34:37,,200059,100360
300060,3188.88,2021-09-24 02:44:23,Synthetic payment record,KBZ_PAY,RENEWAL,2021-09,1,,PENDING,3188.88,000060,2021-09-27 02:44:23,,200060,100361
300061,10280.74,2021-10-19 09:37:50,Synthetic payment record,WAVE_PAY,PREMIUM,2021-10,2,,PENDING,10280.74,000061,2021-10-20 09:37:50,,200061,100362
300062,18796.38,2021-11-24 09:24:14,Synthetic payment record,AYA_PAY,PREMIUM,2021-11,3,,VERIFIED,18796.38,000062,2021-11-27 09:24:14,synthetic-generator,200062,100363
300063,17638.05,2021-12-28 15:37:14,Synthetic payment record,BANK_TRANSFER,PREMIUM,2021-12,4,,VERIFIED,17638.05,000063,2021-12-31 15:37:14,synthetic-generator,200063,100364
300064,8476.59,2022-01-20 22:28:23,Synthetic payment record,KBZ_PAY,PREMIUM,2022-01,5,,VERIFIED,8476.59,000064,2022-01-23 22:28:23,synthetic-generator,200064,100365
300065,11948.78,2022-02-06 08:23:09,Synthetic payment record,WAVE_PAY,PREMIUM,2022-02,6,,VERIFIED,11948.78,000065,2022-02-08 08:23:09,synthetic-generator,200065,100366
300066,21077.78,2022-03-25 05:59:22,Synthetic payment record,AYA_PAY,PREMIUM,2022-03,7,,VERIFIED,21077.78,000066,2022-03-26 05:59:22,synthetic-generator,200066,100367
300067,46821.19,2022-04-04 06:06:54,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-04,8,,VERIFIED,46821.19,000067,2022-04-05 06:06:54,synthetic-generator,200067,100368
300068,8476.14,2022-05-08 02:30:30,Synthetic payment record,KBZ_PAY,PREMIUM,2022-05,9,,VERIFIED,8476.14,000068,2022-05-10 02:30:30,synthetic-generator,200068,100369
300069,12743.31,2022-06-24 16:16:48,Synthetic payment record,WAVE_PAY,PREMIUM,2022-06,10,,VERIFIED,12743.31,000069,2022-06-26 16:16:48,synthetic-generator,200069,100370
300070,11131.42,2022-07-16 14:30:00,Synthetic payment record,AYA_PAY,PREMIUM,2022-07,11,,VERIFIED,11131.42,000070,2022-07-19 14:30:00,synthetic-generator,200070,100371
300071,56792.41,2022-08-10 10:05:27,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-08,12,,PENDING,56792.41,000071,2022-08-12 10:05:27,,200071,100372
300072,8989.97,2022-09-12 19:57:27,Synthetic payment record,KBZ_PAY,PREMIUM,2022-09,1,,PENDING,8989.97,000072,2022-09-13 19:57:27,,200072,100373
300073,12538.61,2022-10-19 18:08:02,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,PENDING,12538.61,000073,2022-10-21 18:08:02,,200073,100374
300074,13411.28,2022-11-07 04:19:50,Synthetic payment record,AYA_PAY,PREMIUM,2022-11,3,,VERIFIED,13411.28,000074,2022-11-10 04:19:50,synthetic-generator,200074,100375
300075,52179.14,2022-12-04 23:29:31,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-12,4,,VERIFIED,52179.14,000075,2022-12-07 23:29:31,synthetic-generator,200075,100376
300076,20285.15,2023-01-04 10:07:21,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,VERIFIED,20285.15,000076,2023-01-05 10:07:21,synthetic-generator,200076,100377
300077,19382.36,2023-02-06 21:49:47,Synthetic payment record,WAVE_PAY,PREMIUM,2023-02,6,,VERIFIED,19382.36,000077,2023-02-07 21:49:47,synthetic-generator,200077,100378
300078,8449.18,2023-03-27 10:12:03,Synthetic payment record,AYA_PAY,PREMIUM,2023-03,7,,REJECTED,8449.18,000078,2023-03-27 10:12:03,,200078,100379
300079,27186.04,2023-04-30 03:08:13,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,VERIFIED,27186.04,000079,2023-05-01 03:08:13,synthetic-generator,200079,100380
300080,15001.56,2023-05-04 20:30:36,Synthetic payment record,KBZ_PAY,PREMIUM,2023-05,9,,VERIFIED,15001.56,000080,2023-05-06 20:30:36,synthetic-generator,200080,100381
300081,10729.45,2023-06-20 14:37:22,Synthetic payment record,WAVE_PAY,PREMIUM,2023-06,10,,VERIFIED,10729.45,000081,2023-06-21 14:37:22,synthetic-generator,200081,100382
300082,14154.94,2023-07-07 14:55:32,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,VERIFIED,14154.94,000082,2023-07-07 14:55:32,synthetic-generator,200082,100383
300083,58420.87,2023-08-09 22:55:24,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-08,12,,PENDING,58420.87,000083,2023-08-11 22:55:24,,200083,100384
300084,1120.60,2023-09-02 01:45:36,Synthetic payment record,KBZ_PAY,PREMIUM,2023-09,1,,VERIFIED,1120.60,000084,2023-09-04 01:45:36,synthetic-generator,200084,100385
300085,4017.69,2023-10-09 21:42:42,Synthetic payment record,WAVE_PAY,PREMIUM,2023-10,2,,VERIFIED,4017.69,000085,2023-10-12 21:42:42,synthetic-generator,200085,100386
300086,32630.54,2023-11-23 09:36:19,Synthetic payment record,AYA_PAY,PREMIUM,2023-11,3,,VERIFIED,32630.54,000086,2023-11-23 09:36:19,synthetic-generator,200086,100387
300087,24343.60,2023-12-26 18:22:58,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-12,4,,VERIFIED,24343.60,000087,2023-12-26 18:22:58,synthetic-generator,200087,100388
300088,17913.88,2024-01-08 20:30:19,Synthetic payment record,KBZ_PAY,PREMIUM,2024-01,5,,VERIFIED,17913.88,000088,2024-01-11 20:30:19,synthetic-generator,200088,100389
300089,43335.25,2024-02-29 04:23:15,Synthetic payment record,WAVE_PAY,PREMIUM,2024-02,6,,VERIFIED,43335.25,000089,2024-03-02 04:23:15,synthetic-generator,200089,100390
300090,14667.12,2024-03-30 18:44:32,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,14667.12,000090,2024-03-31 18:44:32,synthetic-generator,200090,100391
300091,11759.21,2024-04-21 05:48:09,Synthetic payment record,BANK_TRANSFER,RENEWAL,2024-04,8,,VERIFIED,11759.21,000091,2024-04-23 05:48:09,synthetic-generator,200091,100392
300092,13049.84,2024-05-29 07:22:59,Synthetic payment record,KBZ_PAY,PREMIUM,2024-05,9,,VERIFIED,13049.84,000092,2024-05-29 07:22:59,synthetic-generator,200092,100393
300093,17991.08,2024-06-17 18:41:41,Synthetic payment record,WAVE_PAY,PREMIUM,2024-06,10,,PENDING,17991.08,000093,2024-06-19 18:41:41,,200093,100394
300094,40165.39,2024-07-18 17:58:31,Synthetic payment record,AYA_PAY,PREMIUM,2024-07,11,,VERIFIED,40165.39,000094,2024-07-20 17:58:31,synthetic-generator,200094,100395
300095,11066.60,2024-08-24 23:27:51,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,VERIFIED,11066.60,000095,2024-08-27 23:27:51,synthetic-generator,200095,100396
300096,2330.68,2024-09-23 17:40:48,Synthetic payment record,KBZ_PAY,PREMIUM,2024-09,1,,VERIFIED,2330.68,000096,2024-09-24 17:40:48,synthetic-generator,200096,100397
300097,15679.38,2024-10-19 11:13:03,Synthetic payment record,WAVE_PAY,RENEWAL,2024-10,2,,VERIFIED,15679.38,000097,2024-10-20 11:13:03,synthetic-generator,200097,100398
300098,34173.23,2024-11-23 20:05:08,Synthetic payment record,AYA_PAY,PREMIUM,2024-11,3,,VERIFIED,34173.23,000098,2024-11-23 20:05:08,synthetic-generator,200098,100399
300099,56624.73,2024-12-31 00:10:30,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,56624.73,000099,2025-01-03 00:10:30,synthetic-generator,200099,100400
300100,9834.95,2025-01-29 01:42:07,Synthetic payment record,KBZ_PAY,PREMIUM,2025-01,5,,VERIFIED,9834.95,000100,2025-01-30 01:42:07,synthetic-generator,200100,100401
300101,28947.68,2025-02-28 22:48:09,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,REJECTED,28947.68,000101,2025-03-01 22:48:09,,200101,100402
300102,2948.43,2025-03-16 13:43:06,Synthetic payment record,AYA_PAY,PREMIUM,2025-03,7,,VERIFIED,2948.43,000102,2025-03-19 13:43:06,synthetic-generator,200102,100403
300103,13224.81,2025-04-18 04:53:16,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,PENDING,13224.81,000103,2025-04-18 04:53:16,,200103,100404
300104,12262.08,2025-05-09 01:52:15,Synthetic payment record,KBZ_PAY,PREMIUM,2025-05,9,,VERIFIED,12262.08,000104,2025-05-11 01:52:15,synthetic-generator,200104,100405
300105,23596.53,2025-06-10 17:59:43,Synthetic payment record,WAVE_PAY,PREMIUM,2025-06,10,,VERIFIED,23596.53,000105,2025-06-11 17:59:43,synthetic-generator,200105,100406
300106,42320.89,2025-07-15 15:33:41,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,VERIFIED,42320.89,000106,2025-07-16 15:33:41,synthetic-generator,200106,100407
300107,7659.13,2025-08-15 04:41:45,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-08,12,,VERIFIED,7659.13,000107,2025-08-15 04:41:45,synthetic-generator,200107,100408
300108,11467.96,2025-09-13 12:55:38,Synthetic payment record,KBZ_PAY,RENEWAL,2025-09,1,,REJECTED,11467.96,000108,2025-09-16 12:55:38,,200108,100409
300109,20692.58,2025-10-26 16:15:58,Synthetic payment record,WAVE_PAY,RENEWAL,2025-10,2,,REJECTED,20692.58,000109,2025-10-29 16:15:58,,200109,100410
300110,9414.93,2025-11-19 05:42:53,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,VERIFIED,9414.93,000110,2025-11-19 05:42:53,synthetic-generator,200110,100411
300111,19182.50,2025-12-08 03:41:51,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-12,4,,VERIFIED,19182.50,000111,2025-12-09 03:41:51,synthetic-generator,200111,100412
300112,5452.22,2026-01-29 10:57:08,Synthetic payment record,KBZ_PAY,PREMIUM,2026-01,5,,VERIFIED,5452.22,000112,2026-01-29 10:57:08,synthetic-generator,200112,100413
300113,15607.80,2026-02-17 23:03:34,Synthetic payment record,WAVE_PAY,PREMIUM,2026-02,6,,VERIFIED,15607.80,000113,2026-02-20 23:03:34,synthetic-generator,200113,100414
300114,20458.81,2026-03-16 03:30:38,Synthetic payment record,AYA_PAY,PREMIUM,2026-03,7,,VERIFIED,20458.81,000114,2026-03-17 03:30:38,synthetic-generator,200114,100415
300115,25072.31,2026-04-14 07:24:42,Synthetic payment record,BANK_TRANSFER,RENEWAL,2026-04,8,,VERIFIED,25072.31,000115,2026-04-14 07:24:42,synthetic-generator,200115,100416
300116,17257.17,2026-05-22 18:44:25,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,VERIFIED,17257.17,000116,2026-05-22 18:44:25,synthetic-generator,200116,100417
300117,31918.56,2026-06-26 14:46:31,Synthetic payment record,WAVE_PAY,PREMIUM,2026-06,10,,PENDING,31918.56,000117,2026-06-29 14:46:31,,200117,100418
300118,31420.78,2026-07-12 07:57:17,Synthetic payment record,AYA_PAY,PREMIUM,2026-07,11,,VERIFIED,31420.78,000118,2026-07-12 07:57:17,synthetic-generator,200118,100419
300119,56126.00,2026-08-29 18:21:29,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-08,12,,VERIFIED,56126.00,000119,2026-08-30 18:21:29,synthetic-generator,200119,100420
300120,8238.52,2021-09-08 04:11:20,Synthetic payment record,KBZ_PAY,RENEWAL,2021-09,1,,VERIFIED,8238.52,000120,2021-09-08 04:11:20,synthetic-generator,200120,100421
300121,13463.87,2021-10-20 18:11:03,Synthetic payment record,WAVE_PAY,PREMIUM,2021-10,2,,VERIFIED,13463.87,000121,2021-10-23 18:11:03,synthetic-generator,200121,100422
300122,12021.74,2021-11-06 16:06:19,Synthetic payment record,AYA_PAY,RENEWAL,2021-11,3,,VERIFIED,12021.74,000122,2021-11-06 16:06:19,synthetic-generator,200122,100423
300123,26057.42,2021-12-26 11:42:23,Synthetic payment record,BANK_TRANSFER,RENEWAL,2021-12,4,,VERIFIED,26057.42,000123,2021-12-28 11:42:23,synthetic-generator,200123,100424
300124,24035.47,2022-01-04 17:29:44,Synthetic payment record,KBZ_PAY,PREMIUM,2022-01,5,,VERIFIED,24035.47,000124,2022-01-04 17:29:44,synthetic-generator,200124,100425
300125,9701.34,2022-02-19 10:36:55,Synthetic payment record,WAVE_PAY,RENEWAL,2022-02,6,,REJECTED,9701.34,000125,2022-02-21 10:36:55,,200125,100426
300126,24656.45,2022-03-07 21:58:32,Synthetic payment record,AYA_PAY,PREMIUM,2022-03,7,,VERIFIED,24656.45,000126,2022-03-10 21:58:32,synthetic-generator,200126,100427
300127,30884.11,2022-04-18 06:49:00,Synthetic payment record,BANK_TRANSFER,RENEWAL,2022-04,8,,VERIFIED,30884.11,000127,2022-04-21 06:49:00,synthetic-generator,200127,100428
300128,14029.85,2022-05-17 13:25:26,Synthetic payment record,KBZ_PAY,PREMIUM,2022-05,9,,VERIFIED,14029.85,000128,2022-05-20 13:25:26,synthetic-generator,200128,100429
300129,32610.13,2022-06-12 10:10:26,Synthetic payment record,WAVE_PAY,PREMIUM,2022-06,10,,VERIFIED,32610.13,000129,2022-06-15 10:10:26,synthetic-generator,200129,100430
300130,17887.40,2022-07-08 22:02:03,Synthetic payment record,AYA_PAY,PREMIUM,2022-07,11,,PENDING,17887.40,000130,2022-07-08 22:02:03,,200130,100431
300131,49233.89,2022-08-29 03:11:14,Synthetic payment record,BANK_TRANSFER,RENEWAL,2022-08,12,,VERIFIED,49233.89,000131,2022-08-30 03:11:14,synthetic-generator,200131,100432
300132,11686.19,2022-09-27 20:45:01,Synthetic payment record,KBZ_PAY,RENEWAL,2022-09,1,,VERIFIED,11686.19,000132,2022-09-30 20:45:01,synthetic-generator,200132,100433
300133,9087.76,2022-10-11 13:14:31,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,PENDING,9087.76,000133,2022-10-11 13:14:31,,200133,100434
300134,29218.40,2022-11-02 23:03:43,Synthetic payment record,AYA_PAY,PREMIUM,2022-11,3,,VERIFIED,29218.40,000134,2022-11-02 23:03:43,synthetic-generator,200134,100435
300135,16852.76,2022-12-13 00:17:41,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-12,4,,VERIFIED,16852.76,000135,2022-12-15 00:17:41,synthetic-generator,200135,100436
300136,6133.08,2023-01-17 23:38:04,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,VERIFIED,6133.08,000136,2023-01-18 23:38:04,synthetic-generator,200136,100437
300137,8275.32,2023-02-13 19:11:47,Synthetic payment record,WAVE_PAY,RENEWAL,2023-02,6,,VERIFIED,8275.32,000137,2023-02-13 19:11:47,synthetic-generator,200137,100438
300138,24587.73,2023-03-11 08:07:12,Synthetic payment record,AYA_PAY,PREMIUM,2023-03,7,,PENDING,24587.73,000138,2023-03-11 08:07:12,,200138,100439
300139,19997.81,2023-04-14 05:25:20,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,REJECTED,19997.81,000139,2023-04-17 05:25:20,,200139,100440
300140,8856.52,2023-05-15 15:39:31,Synthetic payment record,KBZ_PAY,PREMIUM,2023-05,9,,VERIFIED,8856.52,000140,2023-05-17 15:39:31,synthetic-generator,200140,100441
300141,15359.47,2023-06-06 18:46:28,Synthetic payment record,WAVE_PAY,RENEWAL,2023-06,10,,VERIFIED,15359.47,000141,2023-06-07 18:46:28,synthetic-generator,200141,100442
300142,31043.21,2023-07-26 06:44:47,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,VERIFIED,31043.21,000142,2023-07-27 06:44:47,synthetic-generator,200142,100443
300143,31952.64,2023-08-20 04:10:24,Synthetic payment record,BANK_TRANSFER,RENEWAL,2023-08,12,,VERIFIED,31952.64,000143,2023-08-20 04:10:24,synthetic-generator,200143,100444
300144,7779.68,2023-09-21 03:55:02,Synthetic payment record,KBZ_PAY,CLAIM_PAYOUT,2023-09,1,,VERIFIED,7779.68,000144,2023-09-24 03:55:02,synthetic-generator,200144,100445
300145,4776.72,2023-10-31 06:39:06,Synthetic payment record,WAVE_PAY,PREMIUM,2023-10,2,,VERIFIED,4776.72,000145,2023-10-31 06:39:06,synthetic-generator,200145,100446
